algorithm,num_agents,num_tasks,seed,success,iterations,total_distance,tasks_completed,productive_agents,unproductive_agents
dynamic_pso,15,20,29,True,12,470.07937769988007,20,12,3
greedy,20,20,0,True,8,436.4247782975082,20,11,9
greedy,20,20,1,True,4,216.32932862951895,20,12,8
greedy,20,20,2,True,4,211.36141203223005,20,15,5
greedy,20,20,3,True,14,753.783328392468,20,13,7
greedy,20,20,4,True,7,372.97328980713246,20,11,9
greedy,20,20,5,True,4,211.62943535486315,20,13,7
greedy,20,20,6,True,6,323.9965405359658,20,12,8
greedy,20,20,7,True,7,383.882150737967,20,16,4
greedy,20,20,8,True,9,489.0161581464813,20,13,7
greedy,20,20,9,True,7,380.01970980787627,20,11,9
greedy,20,20,10,True,7,378.4040717503138,20,13,7
greedy,20,20,11,True,5,268.1999802806221,20,14,6
greedy,20,20,12,True,7,382.2353542071734,20,10,10
greedy,20,20,13,True,9,485.6181430605298,20,11,9
greedy,20,20,14,True,6,316.4274550497725,20,14,6
greedy,20,20,15,True,13,715.0676310339776,20,10,10
greedy,20,20,16,True,8,435.39011427033427,20,14,6
greedy,20,20,17,True,4,215.681412544178,20,12,8
greedy,20,20,18,True,10,542.8887495760264,20,10,10
greedy,20,20,19,True,8,438.4049034273738,20,11,9
greedy,20,20,20,True,11,594.968496336532,20,13,7
greedy,20,20,21,True,7,376.50214613260994,20,14,6
greedy,20,20,22,True,10,551.0873781818995,20,13,7
greedy,20,20,23,True,6,324.7062611932607,20,11,9
greedy,20,20,24,True,3,158.52516854278915,20,14,6
greedy,20,20,25,True,4,215.67358354684012,20,12,8
greedy,20,20,26,True,9,490.01923145806705,20,11,9
greedy,20,20,27,True,5,267.9534230958417,20,14,6
greedy,20,20,28,True,8,439.39450215365895,20,13,7
greedy,20,20,29,True,5,264.4790987115039,20,15,5
fixed_pso,20,20,0,True,12,654.5129687991852,20,13,7
fixed_pso,20,20,1,True,6,309.1262759855913,20,14,6
fixed_pso,20,20,2,True,5,252.98711607328352,20,15,5
fixed_pso,20,20,3,True,11,589.9554106967672,20,13,7
fixed_pso,20,20,4,True,8,428.7206646470326,20,13,7
fixed_pso,20,20,5,True,5,248.70194863311931,20,15,5
fixed_pso,20,20,6,True,5,256.09432195012675,20,11,9
fixed_pso,20,20,7,True,9,477.6352293333661,20,17,3
fixed_pso,20,20,8,True,8,414.93845739016564,20,15,5
fixed_pso,20,20,9,True,7,372.08541360845163,20,11,9
fixed_pso,20,20,10,True,9,472.72594304667194,20,13,7
fixed_pso,20,20,11,True,6,314.49081860495033,20,15,5
fixed_pso,20,20,12,True,9,475.76430113168306,20,12,8
fixed_pso,20,20,13,True,11,593.3456636181566,20,11,9
fixed_pso,20,20,14,True,8,416.2938639708856,20,13,7
fixed_pso,20,20,15,True,16,861.8810962581383,20,11,9
fixed_pso,20,20,16,True,8,428.90381253894276,20,14,6
fixed_pso,20,20,17,True,5,260.9254636346093,20,12,8
fixed_pso,20,20,18,True,10,533.3405767945802,20,13,7
fixed_pso,20,20,19,True,10,518.2390867413776,20,10,10
fixed_pso,20,20,20,True,12,647.671811625289,20,14,6
fixed_pso,20,20,21,True,10,526.9746477687487,20,14,6
fixed_pso,20,20,22,True,8,426.4280931452471,20,11,9
fixed_pso,20,20,23,True,7,363.28266297447806,20,13,7
fixed_pso,20,20,24,True,4,200.95194530537037,20,15,5
fixed_pso,20,20,25,True,8,415.6897684289637,20,12,8
fixed_pso,20,20,26,True,9,479.6991967436484,20,13,7
fixed_pso,20,20,27,True,7,370.547788408461,20,15,5
fixed_pso,20,20,28,True,8,423.47051461100796,20,14,6
fixed_pso,20,20,29,True,6,316.2444501925735,20,15,5
dynamic_pso,20,20,0,True,9,484.8985280882515,20,12,8
dynamic_pso,20,20,1,True,6,305.6112273332444,20,14,6
dynamic_pso,20,20,2,True,5,250.49549630805794,20,14,6
dynamic_pso,20,20,3,True,11,588.3670753263353,20,12,8
dynamic_pso,20,20,4,True,8,425.2466365125704,20,13,7
dynamic_pso,20,20,5,True,6,297.3133941491656,20,14,6
dynamic_pso,20,20,6,True,5,254.88567691851682,20,13,7
dynamic_pso,20,20,7,True,9,472.71943861787645,20,17,3
dynamic_pso,20,20,8,True,8,418.2378689012835,20,16,4
dynamic_pso,20,20,9,True,7,363.52065649223664,20,11,9
dynamic_pso,20,20,10,True,9,468.1102025163618,20,13,7
dynamic_pso,20,20,11,True,7,366.54898179308384,20,15,5
dynamic_pso,20,20,12,True,9,470.81445747953,20,12,8
dynamic_pso,20,20,13,True,9,482.29042445599845,20,12,8
dynamic_pso,20,20,14,True,8,410.7737560851466,20,13,7
dynamic_pso,20,20,15,True,16,857.0458720000463,20,11,9
dynamic_pso,20,20,16,True,8,421.9021317284319,20,14,6
dynamic_pso,20,20,17,True,5,256.82176858531216,20,12,8
dynamic_pso,20,20,18,True,10,530.4442331039621,20,12,8
dynamic_pso,20,20,19,True,10,517.4474966214806,20,9,11
dynamic_pso,20,20,20,True,13,695.0383218126043,20,14,6
dynamic_pso,20,20,21,True,10,522.9717670721126,20,14,6
dynamic_pso,20,20,22,True,8,420.91375108548,20,11,9
dynamic_pso,20,20,23,True,7,360.72872656071814,20,13,7
dynamic_pso,20,20,24,True,4,198.0853199309562,20,15,5
dynamic_pso,20,20,25,True,8,415.4263314952526,20,13,7
dynamic_pso,20,20,26,True,9,476.8261859516781,20,13,7
dynamic_pso,20,20,27,True,7,367.4239143803038,20,15,5
dynamic_pso,20,20,28,True,8,419.59566309891056,20,14,6
dynamic_pso,20,20,29,True,6,314.316031233784,20,15,5
greedy,30,30,0,True,7,561.4566232064564,30,20,10
greedy,30,30,1,True,5,405.981854361344,30,21,9
greedy,30,30,2,True,7,557.6716305367327,30,21,9
greedy,30,30,3,True,4,317.6389729277768,30,21,9
greedy,30,30,4,True,9,733.5382985188406,30,19,11
greedy,30,30,5,True,4,316.26953347025227,30,17,13
greedy,30,30,6,True,8,651.9678091416491,30,21,9
greedy,30,30,7,True,4,319.03292382396097,30,19,11
greedy,30,30,8,True,6,478.8518568760541,30,18,12
greedy,30,30,9,True,9,725.2954909223824,30,18,12
greedy,30,30,10,True,11,899.2140836012046,30,19,11
greedy,30,30,11,True,5,399.3224755048754,30,20,10
greedy,30,30,12,True,4,322.69785168846846,30,18,12
greedy,30,30,13,True,7,562.4508371047779,30,18,12
greedy,30,30,14,True,5,398.9720408398128,30,17,13
greedy,30,30,15,True,4,316.90310756795384,30,18,12
greedy,30,30,16,True,7,570.8351531820538,30,17,13
greedy,30,30,17,True,7,562.0828922273506,30,15,15
greedy,30,30,18,True,5,389.2626733562484,30,19,11
greedy,30,30,19,True,14,1138.4582476541766,30,17,13
greedy,30,30,20,True,9,725.484864011363,30,18,12
greedy,30,30,21,True,5,399.18312107366313,30,17,13
greedy,30,30,22,True,7,567.271582172422,30,20,10
greedy,30,30,23,True,9,729.5654140175146,30,19,11
greedy,30,30,24,True,5,396.6442142999461,30,21,9
greedy,30,30,25,True,5,394.4847426267711,30,19,11
greedy,30,30,26,True,7,567.2130200308926,30,18,12
greedy,30,30,27,True,5,407.6093315814004,30,17,13
greedy,30,30,28,True,5,395.5535745348865,30,16,14
greedy,30,30,29,True,7,567.6428655175677,30,22,8
fixed_pso,30,30,0,True,9,711.8505208478712,30,19,11
fixed_pso,30,30,1,True,8,628.1434552162858,30,21,9
fixed_pso,30,30,2,True,8,629.0826287418315,30,22,8
fixed_pso,30,30,3,True,5,369.4854596082619,30,22,8
fixed_pso,30,30,4,True,10,818.9684553245592,30,18,12
fixed_pso,30,30,5,True,5,379.66408652455675,30,19,11
fixed_pso,30,30,6,True,9,717.4435474542715,30,20,10
fixed_pso,30,30,7,True,5,389.4196320059007,30,18,12
fixed_pso,30,30,8,True,7,533.702094488888,30,19,11
fixed_pso,30,30,9,True,6,470.5174418034215,30,19,11
fixed_pso,30,30,10,True,11,892.5162153552617,30,19,11
fixed_pso,30,30,11,True,7,557.3613053669011,30,20,10
fixed_pso,30,30,12,True,6,462.1016947354943,30,22,8
fixed_pso,30,30,13,True,7,539.46845555038,30,20,10
fixed_pso,30,30,14,True,7,554.1422979847174,30,16,14
fixed_pso,30,30,15,True,6,453.63918437296275,30,19,11
fixed_pso,30,30,16,True,7,546.1996084257905,30,22,8
fixed_pso,30,30,17,True,8,613.9238635218456,30,15,15
fixed_pso,30,30,18,True,7,531.6525117051058,30,22,8
fixed_pso,30,30,19,True,12,955.1343939411317,30,18,12
fixed_pso,30,30,20,True,9,716.5215741062195,30,19,11
fixed_pso,30,30,21,True,7,540.8651835307309,30,19,11
fixed_pso,30,30,22,True,7,542.5675396093459,30,24,6
fixed_pso,30,30,23,True,7,548.7749991795569,30,22,8
fixed_pso,30,30,24,True,6,458.33238998828836,30,21,9
fixed_pso,30,30,25,True,6,468.40750624525657,30,21,9
fixed_pso,30,30,26,True,7,554.9442636991228,30,18,12
fixed_pso,30,30,27,True,5,405.11580973719316,30,19,11
fixed_pso,30,30,28,True,6,466.8295515293434,30,17,13
fixed_pso,30,30,29,True,8,633.3990367482405,30,21,9
dynamic_pso,30,30,0,True,9,706.5271169158057,30,19,11
dynamic_pso,30,30,1,True,7,536.8610692471786,30,20,10
dynamic_pso,30,30,2,True,7,540.6848386726622,30,20,10
dynamic_pso,30,30,3,True,5,368.1794060651389,30,23,7
dynamic_pso,30,30,4,True,10,814.8072689750437,30,18,12
dynamic_pso,30,30,5,True,5,373.7031695472293,30,17,13
dynamic_pso,30,30,6,True,8,630.3439255311409,30,21,9
dynamic_pso,30,30,7,True,5,383.6766496389363,30,18,12
dynamic_pso,30,30,8,True,6,447.6214397039932,30,19,11
dynamic_pso,30,30,9,True,6,466.3837712448838,30,18,12
dynamic_pso,30,30,10,True,11,888.0274701039963,30,18,12
dynamic_pso,30,30,11,True,7,550.7263489165176,30,20,10
dynamic_pso,30,30,12,True,6,457.6750988477017,30,22,8
dynamic_pso,30,30,13,True,7,534.6772111011447,30,19,11
dynamic_pso,30,30,14,True,8,632.2438370799181,30,16,14
dynamic_pso,30,30,15,True,7,529.4462494412479,30,21,9
dynamic_pso,30,30,16,True,7,541.0146832395722,30,22,8
dynamic_pso,30,30,17,True,8,605.0063522929015,30,15,15
dynamic_pso,30,30,18,True,7,521.4083112037955,30,23,7
dynamic_pso,30,30,19,True,12,947.2488210935159,30,18,12
dynamic_pso,30,30,20,True,9,704.2877175583592,30,18,12
dynamic_pso,30,30,21,True,7,533.7304914623797,30,19,11
dynamic_pso,30,30,22,True,7,531.4015170570921,30,23,7
dynamic_pso,30,30,23,True,7,543.2090468856313,30,23,7
dynamic_pso,30,30,24,True,7,526.9389186875592,30,22,8
dynamic_pso,30,30,25,True,6,464.2953468570398,30,21,9
dynamic_pso,30,30,26,True,7,548.1995017245373,30,19,11
dynamic_pso,30,30,27,True,5,397.08363695508183,30,19,11
dynamic_pso,30,30,28,True,7,540.5758404202326,30,16,14
dynamic_pso,30,30,29,True,8,629.8250201626739,30,20,10
