seed,scenario_fingerprint,algorithm,num_agents,num_tasks,obstacle_density,failure_rate,failure_iteration,failed_agent_count,failed_agent_ids,success,iterations,completed_tasks,total_distance,productive_agents,blocked_moves,unreachable_plans,redundant_target_ratio,runtime_seconds
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,path_cost_greedy,15,20,0.2,0.2,5,3,5;6;7,1,50,20,582.0,9,33,0,0.7626016260162601,5.0641174640040845
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,hungarian_astar,15,20,0.2,0.2,5,3,5;6;7,1,32,20,295.0,9,2,0,0.0,3.8578387549932813
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,manhattan_greedy,15,20,0.2,0.2,5,3,5;13;14,1,59,20,700.0,11,23,0,0.7482710926694329,0.46540731099958066
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,path_cost_greedy,15,20,0.2,0.2,5,3,5;13;14,1,45,20,538.0,11,17,0,0.6936936936936937,5.000233929997194
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,hungarian_astar,15,20,0.2,0.2,5,3,5;13;14,1,29,20,204.0,12,0,0,0.0,4.855070115998387
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,manhattan_greedy,15,20,0.2,0.2,5,3,0;1;3,1,31,20,366.0,10,21,0,0.5839793281653747,0.19590974700986408
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,path_cost_greedy,15,20,0.2,0.2,5,3,0;1;3,1,48,20,547.0,8,44,0,0.7292724196277496,5.5153283219988225
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,hungarian_astar,15,20,0.2,0.2,5,3,0;1;3,1,23,20,220.0,12,1,0,0.0,3.7219263490114827
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,manhattan_greedy,15,20,0.2,0.2,5,3,5;10;12,1,37,20,445.0,12,14,0,0.6710239651416122,0.19318623600702267
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,path_cost_greedy,15,20,0.2,0.2,5,3,5;10;12,1,49,20,587.0,12,16,0,0.7728026533996684,3.842739329993492
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,hungarian_astar,15,20,0.2,0.2,5,3,5;10;12,1,33,20,240.0,11,1,0,0.0,3.086132151991478
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,manhattan_greedy,15,20,0.2,0.2,5,3,5;10;11,1,64,20,740.0,10,43,0,0.7867177522349936,0.38415305998933036
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,path_cost_greedy,15,20,0.2,0.2,5,3,5;10;11,1,64,20,740.0,10,43,0,0.7841634738186463,4.876427563998732
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,hungarian_astar,15,20,0.2,0.2,5,3,5;10;11,1,22,20,184.0,14,1,0,0.0,3.0884625449980376
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,manhattan_greedy,15,20,0.2,0.2,5,3,3;7;12,1,38,20,450.0,12,21,0,0.7154989384288747,0.23199439499876462
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,path_cost_greedy,15,20,0.2,0.2,5,3,3;7;12,1,38,20,449.0,12,22,0,0.7048832271762208,3.3017371489986544
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,hungarian_astar,15,20,0.2,0.2,5,3,3;7;12,1,22,20,175.0,12,0,0,0.0,2.966002066998044
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,manhattan_greedy,15,20,0.2,0.2,5,3,9;10;11,1,30,20,362.0,12,13,0,0.648,0.344301560005988
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,path_cost_greedy,15,20,0.2,0.2,5,3,9;10;11,1,20,20,247.0,12,8,0,0.5254901960784314,3.618129548995057
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,hungarian_astar,15,20,0.2,0.2,5,3,9;10;11,1,20,20,150.0,13,0,0,0.0,4.416783512002439
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,manhattan_greedy,15,20,0.2,0.2,5,3,6;8;14,1,33,20,378.0,10,33,0,0.6326034063260341,0.11708731300313957
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,path_cost_greedy,15,20,0.2,0.2,5,3,6;8;14,1,55,20,625.0,10,50,0,0.7555555555555555,5.608461751995492
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,hungarian_astar,15,20,0.2,0.2,5,3,6;8;14,1,26,20,216.0,13,0,0,0.0,4.417456949988264
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,manhattan_greedy,15,20,0.2,0.2,5,3,3;10;13,1,42,20,490.0,8,29,0,0.7244701348747592,0.2823306229984155
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,path_cost_greedy,15,20,0.2,0.2,5,3,3;10;13,1,42,20,496.0,8,23,0,0.7263969171483622,4.517282510001678
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,hungarian_astar,15,20,0.2,0.2,5,3,3;10;13,1,22,20,208.0,11,2,0,0.0,3.186158715005149
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,manhattan_greedy,15,20,0.2,0.2,5,3,2;6;11,1,37,20,438.0,9,21,0,0.6339869281045751,0.2021118409902556
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,path_cost_greedy,15,20,0.2,0.2,5,3,2;6;11,1,33,20,392.0,9,19,0,0.6131386861313869,3.3268028010061244
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,hungarian_astar,15,20,0.2,0.2,5,3,2;6;11,1,31,20,214.0,12,2,0,0.0,3.032185595991905
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,manhattan_greedy,15,20,0.2,0.2,5,3,0;1;3,1,33,20,411.0,10,0,0,0.5815085158150851,0.15977991599356756
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,path_cost_greedy,15,20,0.2,0.2,5,3,0;1;3,1,33,20,404.0,10,7,0,0.5888077858880778,3.3958571450057207
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,hungarian_astar,15,20,0.2,0.2,5,3,0;1;3,1,30,20,234.0,13,0,0,0.0,3.6691010170034133
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,manhattan_greedy,15,20,0.2,0.2,5,3,1;2;11,1,53,20,635.0,8,16,0,0.7004608294930875,0.47417758899973705
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,path_cost_greedy,15,20,0.2,0.2,5,3,1;2;11,1,45,20,533.0,8,22,0,0.7225225225225225,8.884210231000907
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,hungarian_astar,15,20,0.2,0.2,5,3,1;2;11,1,33,20,286.0,11,2,0,0.0,5.859922231989913
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,manhattan_greedy,15,20,0.2,0.2,5,3,0;2;5,1,35,20,421.0,9,14,0,0.6482758620689655,0.09893819299759343
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,path_cost_greedy,15,20,0.2,0.2,5,3,0;2;5,1,29,20,354.0,8,9,0,0.628099173553719,2.233201081995503
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,hungarian_astar,15,20,0.2,0.2,5,3,0;2;5,1,22,20,198.0,12,0,0,0.0,2.673436409997521
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,manhattan_greedy,15,20,0.2,0.2,5,3,4;10;13,1,26,20,313.0,12,14,0,0.5535168195718655,0.08784907498920802
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,path_cost_greedy,15,20,0.2,0.2,5,3,4;10;13,1,30,20,371.0,13,4,0,0.632,2.586650502998964
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,hungarian_astar,15,20,0.2,0.2,5,3,4;10;13,1,21,20,180.0,13,0,0,0.0,1.801645411993377
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,manhattan_greedy,15,20,0.2,0.2,5,3,1;6;13,1,33,20,394.0,11,17,0,0.6058394160583942,0.12512231699656695
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,path_cost_greedy,15,20,0.2,0.2,5,3,1;6;13,1,33,20,400.0,11,11,0,0.656934306569343,2.5296458970115054
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,hungarian_astar,15,20,0.2,0.2,5,3,1;6;13,1,26,20,185.0,12,0,0,0.0,1.9625665149942506
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,manhattan_greedy,15,20,0.2,0.2,5,3,4;8;14,1,34,20,419.0,11,4,0,0.6122931442080378,0.10754336199897807
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,path_cost_greedy,15,20,0.2,0.2,5,3,4;8;14,1,37,20,454.0,11,5,0,0.673202614379085,2.582191793000675
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,hungarian_astar,15,20,0.2,0.2,5,3,4;8;14,1,23,20,187.0,12,0,0,0.0,1.9482978509913664
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,manhattan_greedy,15,20,0.2,0.2,5,3,0;4;6,1,45,20,541.0,9,14,0,0.6990990990990991,0.09969232400180772
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,path_cost_greedy,15,20,0.2,0.2,5,3,0;4;6,1,51,20,601.0,8,26,0,0.7320574162679426,2.875166559999343
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,hungarian_astar,15,20,0.2,0.2,5,3,0;4;6,1,30,20,280.0,11,0,0,0.0,2.668898887000978
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,manhattan_greedy,15,20,0.2,0.2,5,3,4;5;12,1,32,20,393.0,10,6,0,0.5989974937343359,0.12228540999058168
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,path_cost_greedy,15,20,0.2,0.2,5,3,4;5;12,1,45,20,543.0,10,12,0,0.7513513513513513,2.981704203004483
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,hungarian_astar,15,20,0.2,0.2,5,3,4;5;12,1,27,20,222.0,13,0,0,0.0,2.5412705990020186
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,manhattan_greedy,15,20,0.2,0.2,5,3,0;1;3,1,39,20,473.0,10,10,0,0.7556935817805382,0.2255742370034568
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,path_cost_greedy,15,20,0.2,0.2,5,3,0;1;3,1,35,20,422.0,11,13,0,0.7241379310344828,3.1097589069977403
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,hungarian_astar,15,20,0.2,0.2,5,3,0;1;3,1,21,20,170.0,13,0,0,0.0,2.2922507309995126
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,manhattan_greedy,15,20,0.2,0.2,5,3,4;5;10,1,33,20,391.0,10,20,0,0.6180048661800487,0.2158965279959375
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,path_cost_greedy,15,20,0.2,0.2,5,3,4;5;10,1,33,20,392.0,11,19,0,0.6155717761557178,3.6107337360008387
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,hungarian_astar,15,20,0.2,0.2,5,3,4;5;10,1,26,20,198.0,12,0,0,0.0,2.7933054419991095
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;2;3;8;11,1,79,20,706.0,9,35,0,0.7219973009446694,0.2915518810041249
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;2;3;8;11,1,73,20,656.0,9,31,0,0.7161572052401747,3.2891044819989474
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,hungarian_astar,15,20,0.2,0.4,5,6,0;1;2;3;8;11,1,41,20,294.0,10,0,0,0.0,2.5318828510062303
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;3;5;10;12,1,48,20,447.0,9,15,0,0.670995670995671,0.1025334800069686
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;3;5;10;12,1,48,20,451.0,9,11,0,0.6536796536796536,2.515054928997415
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,hungarian_astar,15,20,0.2,0.4,5,6,0;1;3;5;10;12,1,26,20,195.0,10,1,0,0.0,1.8680118699994637
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,manhattan_greedy,15,20,0.2,0.4,5,6,1;4;6;8;9;10,1,45,20,419.0,10,16,0,0.6114942528735632,0.08523339100065641
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,path_cost_greedy,15,20,0.2,0.4,5,6,1;4;6;8;9;10,1,41,20,390.0,9,9,0,0.5914786967418546,2.0460197270003846
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,hungarian_astar,15,20,0.2,0.4,5,6,1;4;6;8;9;10,1,29,20,225.0,12,4,0,0.0,1.834626918003778
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,manhattan_greedy,15,20,0.2,0.4,5,6,2;3;4;7;8;14,1,32,20,310.0,11,8,0,0.6037735849056604,0.0468453820067225
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,path_cost_greedy,15,20,0.2,0.4,5,6,2;3;4;7;8;14,1,32,20,310.0,11,8,0,0.610062893081761,1.2396888299990678
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,hungarian_astar,15,20,0.2,0.4,5,6,2;3;4;7;8;14,1,27,20,194.0,11,0,0,0.0,1.180738098002621
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;2;3;10;11,1,88,20,797.0,9,25,0,0.7652068126520681,0.15814583499741275
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;2;3;10;11,1,87,20,771.0,8,42,0,0.7589175891758918,2.249803508995683
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,hungarian_astar,15,20,0.2,0.4,5,6,0;1;2;3;10;11,1,32,20,247.0,11,1,0,0.0,1.6753740610001842
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,manhattan_greedy,15,20,0.2,0.4,5,6,1;4;7;9;11;13,1,44,20,415.0,8,11,0,0.6032863849765259,0.17344470600073691
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,path_cost_greedy,15,20,0.2,0.4,5,6,1;4;7;9;11;13,1,44,20,421.0,8,5,0,0.6056338028169014,4.390129535997403
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,hungarian_astar,15,20,0.2,0.4,5,6,1;4;7;9;11;13,1,46,20,275.0,10,0,0,0.0,3.5043115910084452
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,manhattan_greedy,15,20,0.2,0.4,5,6,3;5;9;11;12;13,1,36,20,347.0,11,7,0,0.5932203389830508,0.16756461600016337
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,path_cost_greedy,15,20,0.2,0.4,5,6,3;5;9;11;12;13,1,42,20,399.0,11,9,0,0.6397058823529411,2.2378534769959515
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,hungarian_astar,15,20,0.2,0.4,5,6,3;5;9;11;12;13,1,30,20,213.0,11,4,0,0.0,1.9288788600097178
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,manhattan_greedy,15,20,0.2,0.4,5,6,1;5;6;7;9;10,1,47,20,446.0,9,7,0,0.5805739514348786,0.0907051730027888
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,path_cost_greedy,15,20,0.2,0.4,5,6,1;5;6;7;9;10,1,47,20,446.0,9,7,0,0.5827814569536424,1.8500341729959473
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,hungarian_astar,15,20,0.2,0.4,5,6,1;5;6;7;9;10,1,34,20,229.0,9,1,0,0.0,1.9145838859985815
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;3;6;8;11,1,51,20,477.0,10,12,0,0.6278118609406953,0.17106518299260642
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;3;6;8;11,1,61,20,570.0,10,9,0,0.696027633851468,4.176248248011689
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,hungarian_astar,15,20,0.2,0.4,5,6,0;1;3;6;8;11,1,36,20,236.0,10,0,0,0.0,2.59189113600587
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,manhattan_greedy,15,20,0.2,0.4,5,6,1;2;5;10;13;14,1,35,20,338.0,12,7,0,0.5420289855072464,0.05199246200209018
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,path_cost_greedy,15,20,0.2,0.4,5,6,1;2;5;10;13;14,1,33,20,320.0,12,7,0,0.5535168195718655,1.8964322969986824
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,hungarian_astar,15,20,0.2,0.4,5,6,1;2;5;10;13;14,1,29,20,210.0,13,1,0,0.0,2.029907415009802
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,manhattan_greedy,15,20,0.2,0.4,5,6,4;5;6;8;10;11,1,49,20,450.0,8,21,0,0.6878980891719745,0.12499297899194062
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,path_cost_greedy,15,20,0.2,0.4,5,6,4;5;6;8;10;11,1,47,20,436.0,9,17,0,0.6887417218543046,2.1046832840074785
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,hungarian_astar,15,20,0.2,0.4,5,6,4;5;6;8;10;11,1,27,20,232.0,10,1,0,0.0,1.7518862469878513
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,manhattan_greedy,15,20,0.2,0.4,5,6,4;7;8;10;11;12,1,62,20,583.0,10,5,0,0.6615646258503401,0.25707672401040327
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,path_cost_greedy,15,20,0.2,0.4,5,6,4;7;8;10;11;12,1,50,20,474.0,10,6,0,0.575,3.1895036950008944
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,hungarian_astar,15,20,0.2,0.4,5,6,4;7;8;10;11;12,1,41,20,293.0,11,0,0,0.0,2.795612127010827
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;2;8;11;12,1,32,20,308.0,8,10,0,0.41823899371069184,0.04612422200443689
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;2;8;11;12,1,48,20,444.0,6,18,0,0.6277056277056277,2.4464502439950593
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,hungarian_astar,15,20,0.2,0.4,5,6,0;1;2;8;11;12,1,35,20,219.0,9,0,0,0.0,2.252250762001495
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,manhattan_greedy,15,20,0.2,0.4,5,6,2;4;6;7;9;11,1,41,20,386.0,11,13,0,0.6340852130325815,0.1732403600035468
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,path_cost_greedy,15,20,0.2,0.4,5,6,2;4;6;7;9;11,1,54,20,501.0,11,15,0,0.7441860465116279,2.189379616000224
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,hungarian_astar,15,20,0.2,0.4,5,6,2;4;6;7;9;11,1,33,20,227.0,11,1,0,0.0,1.763764376999461
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,manhattan_greedy,15,20,0.2,0.4,5,6,1;4;8;10;11;14,1,60,20,556.0,9,14,0,0.6473684210526316,0.13010778700117953
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,path_cost_greedy,15,20,0.2,0.4,5,6,1;4;8;10;11;14,1,64,20,586.0,9,20,0,0.6551155115511551,2.874897150002653
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,hungarian_astar,15,20,0.2,0.4,5,6,1;4;8;10;11;14,1,35,20,203.0,11,1,0,0.0,1.9882324250065722
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,manhattan_greedy,15,20,0.2,0.4,5,6,0;2;5;6;10;11,1,33,20,325.0,10,2,0,0.5657492354740061,0.054486402004840784
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,path_cost_greedy,15,20,0.2,0.4,5,6,0;2;5;6;10;11,1,33,20,322.0,10,5,0,0.5657492354740061,1.7108404239988886
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,hungarian_astar,15,20,0.2,0.4,5,6,0;2;5;6;10;11,1,23,20,185.0,11,0,0,0.0,1.5117267570021795
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,manhattan_greedy,15,20,0.2,0.4,5,6,4;7;8;9;13;14,1,26,20,260.0,12,4,0,0.4962121212121212,0.07439907500520349
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,path_cost_greedy,15,20,0.2,0.4,5,6,4;7;8;9;13;14,1,26,20,260.0,12,4,0,0.48863636363636365,1.728313027007971
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,hungarian_astar,15,20,0.2,0.4,5,6,4;7;8;9;13;14,1,23,20,185.0,13,0,0,0.0,1.7373817230109125
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,manhattan_greedy,15,20,0.2,0.4,5,6,5;6;7;8;11;12,1,60,20,539.0,8,31,0,0.6894736842105263,0.12464138799987268
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,path_cost_greedy,15,20,0.2,0.4,5,6,5;6;7;8;11;12,1,53,20,491.0,8,16,0,0.6824457593688363,2.6275155100011034
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,hungarian_astar,15,20,0.2,0.4,5,6,5;6;7;8;11;12,1,28,20,232.0,10,0,0,0.0,1.889115332000074
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,manhattan_greedy,15,20,0.2,0.4,5,6,2;8;9;10;13;14,1,31,20,302.0,10,7,0,0.5307443365695793,0.092016941998736
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,path_cost_greedy,15,20,0.2,0.4,5,6,2;8;9;10;13;14,1,42,20,397.0,10,11,0,0.6568627450980392,2.6275974919990404
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,hungarian_astar,15,20,0.2,0.4,5,6,2;8;9;10;13;14,1,32,20,243.0,11,2,0,0.0,2.4914789460017346
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,manhattan_greedy,15,20,0.2,0.4,5,6,0;2;4;9;12;13,1,38,20,362.0,9,10,0,0.5483870967741935,0.08844697699532844
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,path_cost_greedy,15,20,0.2,0.4,5,6,0;2;4;9;12;13,1,52,20,486.0,9,12,0,0.6445783132530121,2.6518765940127196
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,hungarian_astar,15,20,0.2,0.4,5,6,0;2;4;9;12;13,1,33,20,231.0,10,1,0,0.0,2.1132702640024945
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,manhattan_greedy,15,20,0.2,0.4,5,6,0;1;3;4;9;10,1,39,20,381.0,12,0,0,0.48556430446194226,0.072994068992557
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,path_cost_greedy,15,20,0.2,0.4,5,6,0;1;3;4;9;10,1,54,20,509.0,11,7,0,0.6298449612403101,2.1318542689987225
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,hungarian_astar,15,20,0.2,0.4,5,6,0;1;3;4;9;10,1,33,20,235.0,12,0,0,0.0,1.82193663000362
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,manhattan_greedy,15,20,0.2,0.4,5,6,1;3;4;9;11;13,1,85,20,753.0,8,42,0,0.6842767295597484,0.3104221200046595
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,path_cost_greedy,15,20,0.2,0.4,5,6,1;3;4;9;11;13,1,72,20,641.0,8,37,0,0.7330383480825958,5.28805058299622
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,hungarian_astar,15,20,0.2,0.4,5,6,1;3;4;9;11;13,1,45,20,293.0,9,0,0,0.0,3.641209440000239
