seed,scenario_fingerprint,algorithm,num_agents,num_tasks,obstacle_density,success,iterations,total_distance,productive_agents,blocked_moves,redundant_target_ratio,runtime_seconds
21,13186e2cdd574a3ca690d27220d4529296a8ee74701b5de83b856fabc43383ad,path_cost_greedy,10,10,0.2,1,45,437.0,6,13,0.7244444444444444,1.5721143209957518
21,13186e2cdd574a3ca690d27220d4529296a8ee74701b5de83b856fabc43383ad,hungarian_astar,10,10,0.2,1,28,127.0,8,0,0.0,1.0819827149971388
22,ed8e031d832b0dc547639bb1436dc896bb8d2c2752c7e5e97fe74540e238607b,manhattan_greedy,10,10,0.2,1,51,501.0,6,9,0.792156862745098,0.21883420599624515
22,ed8e031d832b0dc547639bb1436dc896bb8d2c2752c7e5e97fe74540e238607b,path_cost_greedy,10,10,0.2,1,26,260.0,6,0,0.6423076923076924,1.3250068280030973
22,ed8e031d832b0dc547639bb1436dc896bb8d2c2752c7e5e97fe74540e238607b,hungarian_astar,10,10,0.2,1,31,155.0,7,1,0.0,1.4614678629877744
23,4a6554fdb210ff3f9cc010c08daec51555621f358497425fa00c01c3bda425aa,manhattan_greedy,10,10,0.2,1,29,287.0,6,3,0.7482758620689656,0.11128471400297713
23,4a6554fdb210ff3f9cc010c08daec51555621f358497425fa00c01c3bda425aa,path_cost_greedy,10,10,0.2,1,29,287.0,6,3,0.7482758620689656,0.6587577750033233
23,4a6554fdb210ff3f9cc010c08daec51555621f358497425fa00c01c3bda425aa,hungarian_astar,10,10,0.2,1,14,93.0,8,0,0.0,0.5037957029999234
24,383621b92c9820e2a1ebfa48ab75a3235195925ebd4a0606fb2bc6c0ae072976,manhattan_greedy,10,10,0.2,1,56,532.0,5,28,0.7946428571428571,0.16700280200166162
24,383621b92c9820e2a1ebfa48ab75a3235195925ebd4a0606fb2bc6c0ae072976,path_cost_greedy,10,10,0.2,1,56,532.0,5,28,0.7946428571428571,1.405621384998085
24,383621b92c9820e2a1ebfa48ab75a3235195925ebd4a0606fb2bc6c0ae072976,hungarian_astar,10,10,0.2,1,36,126.0,8,3,0.0,1.1157803060050355
25,4ad64d8c17f6eb17bdaacdd4f38699552f9f5078e2aab12fa4c65272db804726,manhattan_greedy,10,10,0.2,1,37,360.0,5,10,0.7648648648648648,0.18851424400054384
25,4ad64d8c17f6eb17bdaacdd4f38699552f9f5078e2aab12fa4c65272db804726,path_cost_greedy,10,10,0.2,1,37,358.0,5,12,0.7513513513513513,1.1280793200130574
25,4ad64d8c17f6eb17bdaacdd4f38699552f9f5078e2aab12fa4c65272db804726,hungarian_astar,10,10,0.2,1,23,110.0,8,0,0.0,0.9181729550036835
26,e815c976c0d8e95faa35ac4f2770fe84d48cf643396e25f4ff2e981e5b53d964,manhattan_greedy,10,10,0.2,1,35,348.0,7,2,0.7371428571428571,0.09238363300391939
26,e815c976c0d8e95faa35ac4f2770fe84d48cf643396e25f4ff2e981e5b53d964,path_cost_greedy,10,10,0.2,1,35,349.0,7,1,0.7371428571428571,1.1064831789990421
26,e815c976c0d8e95faa35ac4f2770fe84d48cf643396e25f4ff2e981e5b53d964,hungarian_astar,10,10,0.2,1,22,108.0,7,0,0.0,0.9181695639999816
27,fe77907bb55cf159399dae05c0dcfc754f6011384c1e1378eb30605ee4324525,manhattan_greedy,10,10,0.2,1,36,349.0,6,11,0.6972222222222222,0.07601855399843771
27,fe77907bb55cf159399dae05c0dcfc754f6011384c1e1378eb30605ee4324525,path_cost_greedy,10,10,0.2,1,36,349.0,6,11,0.6972222222222222,1.0454153120081173
27,fe77907bb55cf159399dae05c0dcfc754f6011384c1e1378eb30605ee4324525,hungarian_astar,10,10,0.2,1,23,133.0,7,0,0.0,1.193871217998094
28,03d7b3556cc1daf626e231b378c9bd3a4a4a4a89dd456d37fb6a4191a7a944d8,manhattan_greedy,10,10,0.2,1,37,366.0,7,4,0.754054054054054,0.12047860500751995
28,03d7b3556cc1daf626e231b378c9bd3a4a4a4a89dd456d37fb6a4191a7a944d8,path_cost_greedy,10,10,0.2,1,29,284.0,7,6,0.7103448275862069,1.2296621989953564
28,03d7b3556cc1daf626e231b378c9bd3a4a4a4a89dd456d37fb6a4191a7a944d8,hungarian_astar,10,10,0.2,1,29,137.0,8,0,0.0,0.9965409069991438
29,b2111a090f887f61efa77f23a7d1ce99c4963de62b45d1a2c8ec9dee3ab8eee1,manhattan_greedy,10,10,0.2,1,49,469.0,7,21,0.7061224489795919,0.20847035000042524
29,b2111a090f887f61efa77f23a7d1ce99c4963de62b45d1a2c8ec9dee3ab8eee1,path_cost_greedy,10,10,0.2,1,34,333.0,7,7,0.6735294117647059,1.2253570379980374
29,b2111a090f887f61efa77f23a7d1ce99c4963de62b45d1a2c8ec9dee3ab8eee1,hungarian_astar,10,10,0.2,1,21,121.0,8,0,0.0,1.0347398609883385
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,manhattan_greedy,15,20,0.2,1,39,561.0,11,24,0.717948717948718,0.13730313700216357
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,path_cost_greedy,15,20,0.2,1,32,467.0,12,13,0.6979166666666666,3.3851191909925546
0,373da5453cae534ed0e5820cb254f00ee54b9e236b910ecc507d40c86c37ed24,hungarian_astar,15,20,0.2,1,28,221.0,14,0,0.0,4.172417893001693
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,manhattan_greedy,15,20,0.2,1,37,541.0,10,14,0.7585585585585586,0.2866798830073094
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,path_cost_greedy,15,20,0.2,1,34,492.0,11,18,0.7215686274509804,4.07458786200732
1,d9a2b175a7a3e1c67e9d2c435d9f3d50a2255318b91a79b9d0ee145f56f73c1b,hungarian_astar,15,20,0.2,1,20,195.0,12,1,0.0,3.5153770000033546
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,manhattan_greedy,15,20,0.2,1,43,620.0,9,25,0.7395348837209302,0.23978025099495426
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,path_cost_greedy,15,20,0.2,1,41,593.0,9,22,0.7479674796747967,3.900112746996456
2,2c7aa5014f855d42cded0b042f5e559caf46c97c96b4ef879ce5a145ed99f338,hungarian_astar,15,20,0.2,1,27,207.0,13,2,0.0,3.5979594089876628
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,manhattan_greedy,15,20,0.2,1,30,429.0,12,21,0.7511111111111111,0.10783597698900849
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,path_cost_greedy,15,20,0.2,1,30,423.0,12,27,0.7466666666666667,2.5890066110005137
3,2b287e1ca6dbe51a24893c7a8f39cb821fad66d6441d6040b6e3bdfc80eb40e8,hungarian_astar,15,20,0.2,1,21,163.0,12,0,0.0,2.31028581999999
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,manhattan_greedy,15,20,0.2,1,40,563.0,9,37,0.755,0.17944744299165905
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,path_cost_greedy,15,20,0.2,1,42,597.0,9,33,0.7682539682539683,3.3811624579975614
4,cdbdf308308dd71e329118a2a893e15624480f1b166789148f15f5570f62b09f,hungarian_astar,15,20,0.2,1,27,241.0,13,2,0.0,2.30341240701091
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,manhattan_greedy,15,20,0.2,1,40,577.0,9,23,0.705,0.4397495229932247
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,path_cost_greedy,15,20,0.2,1,40,583.0,9,17,0.7183333333333334,7.264180705999024
5,084842ed1c0283d8869644d15d61f080bbc611ac9eed102df56952f8d59f0d98,hungarian_astar,15,20,0.2,1,29,238.0,12,0,0.0,4.977107458995306
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,manhattan_greedy,15,20,0.2,1,36,517.0,12,23,0.7129629629629629,0.16418590099783614
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,path_cost_greedy,15,20,0.2,1,40,577.0,12,23,0.7366666666666667,3.1231594779965235
6,ab571899befc6e625b077ab5562b411484b2d802dfcdaab3537961193a88bc99,hungarian_astar,15,20,0.2,1,29,233.0,13,1,0.0,2.279076069011353
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,manhattan_greedy,15,20,0.2,1,23,338.0,11,7,0.6173913043478261,0.18522918099188246
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,path_cost_greedy,15,20,0.2,1,23,336.0,11,9,0.6173913043478261,2.1005438110005343
7,d44613e0ff50096643de7759e2a6ff9b9a38dacb8e42f7147d011d58eac06768,hungarian_astar,15,20,0.2,1,23,158.0,12,1,0.0,1.766790197987575
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,manhattan_greedy,15,20,0.2,1,47,672.0,9,33,0.7716312056737589,0.2883166030078428
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,path_cost_greedy,15,20,0.2,1,47,672.0,9,33,0.774468085106383,3.221955633009202
8,f894db0ca9ffeb2a03a0c98851209adc13b5620ca80fd367086baecdae577100,hungarian_astar,15,20,0.2,1,23,179.0,13,0,0.0,2.2831197289924603
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,manhattan_greedy,15,20,0.2,1,35,505.0,10,20,0.7161904761904762,0.08583923999685794
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,path_cost_greedy,15,20,0.2,1,23,340.0,11,5,0.591304347826087,1.9758085380017292
9,c5b68cda855df34a54ff5824e57bf17637fe3922358404968f0ffe872081a926,hungarian_astar,15,20,0.2,1,22,169.0,11,1,0.0,2.015561729989713
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,manhattan_greedy,15,20,0.2,1,45,643.0,8,32,0.7866666666666666,0.17846961499890313
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,path_cost_greedy,15,20,0.2,1,45,640.0,8,35,0.7896296296296297,2.9018864249956096
10,dcc1a9f295482eda76eb9995bd9ae4eb1c4d01b44d5dc6ed52ad323e90716ac1,hungarian_astar,15,20,0.2,1,27,259.0,11,1,0.0,2.381278768996708
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,manhattan_greedy,15,20,0.2,1,50,717.0,12,33,0.764,0.4133954669960076
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,path_cost_greedy,15,20,0.2,1,31,452.0,11,13,0.6731182795698925,2.82053100799385
11,a7d8aef04b886f8a20cc0f8a3fbc89ba1239b750d9810461f29fcf91ca3f4150,hungarian_astar,15,20,0.2,1,27,190.0,12,0,0.0,2.3368372859986266
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,manhattan_greedy,15,20,0.2,1,31,430.0,9,35,0.6688172043010753,0.09841092900023796
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,path_cost_greedy,15,20,0.2,1,34,468.0,8,42,0.7274509803921568,2.6604131430067355
12,7a8e524d931398773b487a14d2285991117314ddb6d63bf0c8d28a77a51c504b,hungarian_astar,15,20,0.2,1,20,212.0,13,0,0.0,2.1956253980024485
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,manhattan_greedy,15,20,0.2,1,37,533.0,12,22,0.7441441441441441,0.1718585779890418
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,path_cost_greedy,15,20,0.2,1,48,682.0,12,38,0.8097222222222222,2.6459550660074456
13,98aed25e5e736f72e2a01082390ca483dfe4958333720301fed29c4428c87d35,hungarian_astar,15,20,0.2,1,24,190.0,12,1,0.0,1.8145293269917602
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,manhattan_greedy,15,20,0.2,1,40,561.0,12,39,0.7366666666666667,0.12484239100012928
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,path_cost_greedy,15,20,0.2,1,36,510.0,12,30,0.7240740740740741,2.2304143110086443
14,77b4aaca64e2ce9712d122b4d8dfe6bf8aa2e568d72a19493177363870fe1597,hungarian_astar,15,20,0.2,1,18,159.0,14,1,0.0,1.828183662990341
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,manhattan_greedy,15,20,0.2,1,31,456.0,11,9,0.7161290322580646,0.13176035300421063
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,path_cost_greedy,15,20,0.2,1,29,426.0,12,9,0.7103448275862069,2.054839513002662
15,9375cfe2eec4b264788eb9d8553e12931a7047555fa3632e2a5436593ff11ae1,hungarian_astar,15,20,0.2,1,22,172.0,13,0,0.0,1.853671838005539
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,manhattan_greedy,15,20,0.2,1,19,273.0,13,12,0.5719298245614035,0.0780223140027374
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,path_cost_greedy,15,20,0.2,1,17,245.0,13,10,0.5098039215686274,1.981944357001339
16,a049ff13f7b7a5a251f4dd66aa4bd77c6dbd438d6787b6d95a6c1665d8025a53,hungarian_astar,15,20,0.2,1,17,146.0,14,0,0.0,1.8976341109955683
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,manhattan_greedy,15,20,0.2,1,33,453.0,10,42,0.7090909090909091,0.15528832899872214
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,path_cost_greedy,15,20,0.2,1,31,423.0,12,42,0.6967741935483871,2.354937786993105
17,bd48f9d88a81de539cd6c36e4efa1249e5a6f957b5f67f49c26e56c3df02bfde,hungarian_astar,15,20,0.2,1,26,189.0,14,0,0.0,1.99776793300407
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,manhattan_greedy,15,20,0.2,1,26,375.0,10,15,0.6794871794871795,0.10504976799711585
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,path_cost_greedy,15,20,0.2,1,26,374.0,10,16,0.676923076923077,2.178190598002402
18,2fedb82381346e79fca0ea0fe6547f431b152e58447bd4bf3d808e5d8635a789,hungarian_astar,15,20,0.2,1,22,187.0,12,4,0.0,2.0601478809985565
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,manhattan_greedy,15,20,0.2,1,33,467.0,9,28,0.701010101010101,0.09819112600234803
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,path_cost_greedy,15,20,0.2,1,33,465.0,9,30,0.6868686868686869,2.666603000005125
19,b2638726003cc78f41e4c81146cca003e48e283ff1ea63934f24b69c029f00d2,hungarian_astar,15,20,0.2,1,25,216.0,12,2,0.0,2.233814072998939
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,manhattan_greedy,15,20,0.2,1,27,403.0,11,2,0.6172839506172839,0.07815962399763521
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,path_cost_greedy,15,20,0.2,1,27,402.0,11,3,0.6246913580246913,1.9901169240038143
20,b1a14a7f0c8df2360dbb0feeb1e68684fdb31869f272dff1da2983d0b115d4ee,hungarian_astar,15,20,0.2,1,28,222.0,13,0,0.0,2.0133558950037695
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,manhattan_greedy,15,20,0.2,1,53,752.0,9,43,0.769811320754717,0.38108051600283943
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,path_cost_greedy,15,20,0.2,1,45,631.0,8,44,0.7911111111111111,5.903872372000478
21,00bdac501a4c9641257628d2b27440d7406eec5b3ef0acb2a0c00bff5acaf731,hungarian_astar,15,20,0.2,1,25,259.0,12,0,0.0,3.2777819630136946
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,manhattan_greedy,15,20,0.2,1,21,313.0,10,2,0.6222222222222222,0.05858657600765582
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,path_cost_greedy,15,20,0.2,1,21,311.0,10,4,0.6190476190476191,1.5928372250054963
22,d902a0198fd731553b9101de4d11d0254542872b640ca6b3b06eea2ab489b9dd,hungarian_astar,15,20,0.2,1,18,173.0,15,0,0.0,1.4660720589890843
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,manhattan_greedy,15,20,0.2,1,26,371.0,12,19,0.6153846153846154,0.07737015199381858
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,path_cost_greedy,15,20,0.2,1,30,444.0,13,6,0.6844444444444444,2.0521880149899516
23,07934270464130f11474705e989b5f024181a376da2d424144333bd097c9b727,hungarian_astar,15,20,0.2,1,19,175.0,15,0,0.0,1.520219382000505
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,manhattan_greedy,15,20,0.2,1,33,478.0,14,17,0.694949494949495,0.21254805799981114
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,path_cost_greedy,15,20,0.2,1,33,469.0,13,26,0.7232323232323232,2.5431191160023445
24,547dea9c1e76cff0b352f8b7a622b050c74691bfc473f9cdfc5738bcbdda3834,hungarian_astar,15,20,0.2,1,21,168.0,13,0,0.0,1.9378284380072728
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,manhattan_greedy,15,20,0.2,1,27,394.0,12,11,0.6592592592592592,0.1325208490015939
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,path_cost_greedy,15,20,0.2,1,27,394.0,12,11,0.6962962962962963,2.139906701995642
25,87d1f2ff502e93aca75f40d827d39dbc3e6579c0fb538c1a6b352c45b5472fbc,hungarian_astar,15,20,0.2,1,23,166.0,14,3,0.0,2.092651726998156
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,manhattan_greedy,15,20,0.2,1,36,537.0,9,3,0.7203703703703703,0.11882127700664569
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,path_cost_greedy,15,20,0.2,1,36,533.0,9,7,0.7092592592592593,2.4865937850117916
26,dd46e93ac1946a1c9502789c39673df427af893168b0309f4126b92f1df066fd,hungarian_astar,15,20,0.2,1,30,315.0,12,0,0.0,2.8467975399980787
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,manhattan_greedy,15,20,0.2,1,32,463.0,12,17,0.65625,0.11837111700151581
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,path_cost_greedy,15,20,0.2,1,45,642.0,12,33,0.7881481481481482,2.524752419005381
27,157c33620474ede024bb19583b72591c7148ea5ef66362319bb1b03dff946b3c,hungarian_astar,15,20,0.2,1,23,195.0,13,0,0.0,1.6858394059963757
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,manhattan_greedy,15,20,0.2,1,19,279.0,10,6,0.6666666666666666,0.06834312100545503
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,path_cost_greedy,15,20,0.2,1,19,275.0,11,10,0.6526315789473685,1.3192583140044007
28,0b0090ab340fe847f5d113df6605f39bb1f6e473ca883688ec26ca82f9d86907,hungarian_astar,15,20,0.2,1,15,130.0,13,0,0.0,1.3071876619942486
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,manhattan_greedy,15,20,0.2,1,33,482.0,11,13,0.7212121212121212,0.32223204598994926
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,path_cost_greedy,15,20,0.2,1,33,488.0,12,7,0.7313131313131314,2.622932411992224
29,26d15bf20359cf8f7014f82d1c9074ea2c74c6d6a6596fc11fe5cae4b3ff83a0,hungarian_astar,15,20,0.2,1,24,176.0,14,0,0.0,2.184291730998666
0,73896eab5d937806aa03a6ea08dbeb9ff54e43837d8d0c355bdfc05f41cfb9af,manhattan_greedy,20,20,0.2,1,36,710.0,11,10,0.8041666666666667,0.6775271060032537
0,73896eab5d937806aa03a6ea08dbeb9ff54e43837d8d0c355bdfc05f41cfb9af,path_cost_greedy,20,20,0.2,1,36,714.0,11,6,0.8041666666666667,4.844711296987953
0,73896eab5d937806aa03a6ea08dbeb9ff54e43837d8d0c355bdfc05f41cfb9af,hungarian_astar,20,20,0.2,1,18,189.0,12,0,0.0,3.379191329004243
1,789f3d006ac08f0e64387aff333df96863f82b484cba8fa278a098665b8df9f6,manhattan_greedy,20,20,0.2,1,44,864.0,11,16,0.8238636363636364,0.4744125029974384
1,789f3d006ac08f0e64387aff333df96863f82b484cba8fa278a098665b8df9f6,path_cost_greedy,20,20,0.2,1,37,714.0,11,26,0.8121621621621622,3.7736688560107723
1,789f3d006ac08f0e64387aff333df96863f82b484cba8fa278a098665b8df9f6,hungarian_astar,20,20,0.2,1,22,182.0,12,2,0.0,3.1826110090041766
2,32e9d0656b7e269f47ed7a896b6356935e0092d7a0c95a54d96267645f23c28b,manhattan_greedy,20,20,0.2,1,24,453.0,13,27,0.6875,0.07860779999464285
2,32e9d0656b7e269f47ed7a896b6356935e0092d7a0c95a54d96267645f23c28b,path_cost_greedy,20,20,0.2,1,21,404.0,13,16,0.6666666666666666,2.581518545994186
2,32e9d0656b7e269f47ed7a896b6356935e0092d7a0c95a54d96267645f23c28b,hungarian_astar,20,20,0.2,1,17,184.0,16,3,0.0,2.3698181500076316
3,fb2a01be95cf44289be9b7bdd8d2156fe9f6abe06280667703f36e30580a08e1,manhattan_greedy,20,20,0.2,1,20,383.0,15,17,0.665,0.13573430599353742
3,fb2a01be95cf44289be9b7bdd8d2156fe9f6abe06280667703f36e30580a08e1,path_cost_greedy,20,20,0.2,1,20,388.0,16,12,0.68,2.470643968990771
3,fb2a01be95cf44289be9b7bdd8d2156fe9f6abe06280667703f36e30580a08e1,hungarian_astar,20,20,0.2,1,18,174.0,18,0,0.0,2.368567311001243
4,e36d945a93f96d30d3d344bdbb3bd17c596d13ca3ed7298e29c292d01bf7346e,manhattan_greedy,20,20,0.2,1,24,458.0,13,22,0.7479166666666667,0.12787663700873964
4,e36d945a93f96d30d3d344bdbb3bd17c596d13ca3ed7298e29c292d01bf7346e,path_cost_greedy,20,20,0.2,1,24,459.0,13,21,0.7375,1.8628817589924438
4,e36d945a93f96d30d3d344bdbb3bd17c596d13ca3ed7298e29c292d01bf7346e,hungarian_astar,20,20,0.2,1,17,158.0,13,2,0.0,1.7433725440059789
5,3f2c7898e64eafe32a591abce4af1c76124d95b7af698ef93a460e5b49626fd9,manhattan_greedy,20,20,0.2,1,24,464.0,12,16,0.7354166666666667,0.1345838709967211
5,3f2c7898e64eafe32a591abce4af1c76124d95b7af698ef93a460e5b49626fd9,path_cost_greedy,20,20,0.2,1,24,459.0,12,21,0.7645833333333333,3.005951251005172
5,3f2c7898e64eafe32a591abce4af1c76124d95b7af698ef93a460e5b49626fd9,hungarian_astar,20,20,0.2,1,18,174.0,15,0,0.0,2.9786655149946455
6,38f33058ebaed4fc580e8f487174af9d6698fc4ff7cd5390922b5cd76d6866dd,manhattan_greedy,20,20,0.2,1,35,677.0,13,23,0.7842857142857143,0.29110017999482807
6,38f33058ebaed4fc580e8f487174af9d6698fc4ff7cd5390922b5cd76d6866dd,path_cost_greedy,20,20,0.2,1,24,464.0,15,16,0.7,3.5674921149911825
6,38f33058ebaed4fc580e8f487174af9d6698fc4ff7cd5390922b5cd76d6866dd,hungarian_astar,20,20,0.2,1,21,175.0,17,1,0.0,3.2375653380004223
7,8d91b54ec45b89ccd51e857dbe9eb31aa2ed7139534a4be106ac76b0347dde4d,manhattan_greedy,20,20,0.2,1,24,457.0,11,23,0.7583333333333333,0.18001528199238237
7,8d91b54ec45b89ccd51e857dbe9eb31aa2ed7139534a4be106ac76b0347dde4d,path_cost_greedy,20,20,0.2,1,24,448.0,11,32,0.74375,1.7778024369908962
7,8d91b54ec45b89ccd51e857dbe9eb31aa2ed7139534a4be106ac76b0347dde4d,hungarian_astar,20,20,0.2,1,19,179.0,13,2,0.0,2.0211498189892154
8,9f4706484601956b90bc5ccb298891aff05717db3e79526366a4cfc4fede307f,manhattan_greedy,20,20,0.2,1,19,360.0,12,20,0.7263157894736842,0.10348751700075809
8,9f4706484601956b90bc5ccb298891aff05717db3e79526366a4cfc4fede307f,path_cost_greedy,20,20,0.2,1,19,361.0,12,19,0.7342105263157894,1.7751499540026998
8,9f4706484601956b90bc5ccb298891aff05717db3e79526366a4cfc4fede307f,hungarian_astar,20,20,0.2,1,15,128.0,15,1,0.0,1.6589987960032886
9,b1c8c532af8424b9d90c17a5e7779843756cd3cab60347f75c86c4a1979f0de8,manhattan_greedy,20,20,0.2,1,20,389.0,14,11,0.6675,0.07831361101125367
9,b1c8c532af8424b9d90c17a5e7779843756cd3cab60347f75c86c4a1979f0de8,path_cost_greedy,20,20,0.2,1,17,335.0,14,5,0.6323529411764706,2.1380197910038987
9,b1c8c532af8424b9d90c17a5e7779843756cd3cab60347f75c86c4a1979f0de8,hungarian_astar,20,20,0.2,1,17,147.0,15,0,0.0,2.020328126993263
10,746b40803fea4dae9935d1732998d233d6c8396da25d92afdb94e358adadb5a7,manhattan_greedy,20,20,0.2,1,24,474.0,14,6,0.78125,0.32679190899943933
10,746b40803fea4dae9935d1732998d233d6c8396da25d92afdb94e358adadb5a7,path_cost_greedy,20,20,0.2,1,24,460.0,15,20,0.7833333333333333,2.179823924001539
10,746b40803fea4dae9935d1732998d233d6c8396da25d92afdb94e358adadb5a7,hungarian_astar,20,20,0.2,1,18,114.0,15,0,0.0,1.7073148249910446
11,7f6b894dbe6fcbf0e8007719df37bc064da8d1739ec0fef163cafd5eae30e402,manhattan_greedy,20,20,0.2,1,14,268.0,12,12,0.6678571428571428,0.045354792004218325
11,7f6b894dbe6fcbf0e8007719df37bc064da8d1739ec0fef163cafd5eae30e402,path_cost_greedy,20,20,0.2,1,16,306.0,12,14,0.70625,1.4574670160072856
11,7f6b894dbe6fcbf0e8007719df37bc064da8d1739ec0fef163cafd5eae30e402,hungarian_astar,20,20,0.2,1,13,103.0,13,0,0.0,1.3006668129964964
12,9269b636c9ba1ebb46c1a814ada08ad42ea24b010515b03709ab467461036ff3,manhattan_greedy,20,20,0.2,1,28,542.0,14,18,0.7535714285714286,0.182546985000954
12,9269b636c9ba1ebb46c1a814ada08ad42ea24b010515b03709ab467461036ff3,path_cost_greedy,20,20,0.2,1,28,544.0,13,16,0.7553571428571428,2.32383651699638
12,9269b636c9ba1ebb46c1a814ada08ad42ea24b010515b03709ab467461036ff3,hungarian_astar,20,20,0.2,1,24,167.0,16,3,0.0,2.055594999997993
13,42bbf990628c8722cbacb39187d0663d9e676e12c4468c4febb7252d82e16ec6,manhattan_greedy,20,20,0.2,1,23,438.0,12,22,0.7934782608695652,0.13592443699599244
