algorithm,seed,failure_rate,failed_agents,success,iterations,tasks_completed,total_distance,productive_agents,surviving_agents,distance_per_task,distance_per_surviving_agent,tasks_per_surviving_agent
greedy,10,0.2,3,True,11,20,383.3435048666219,8,12,19.167175243331094,31.945292072218493,1.6666666666666667
greedy,11,0.2,3,True,10,20,350.1742017650363,11,12,17.508710088251814,29.18118348041969,1.6666666666666667
greedy,12,0.2,3,True,12,20,418.123590848092,8,12,20.9061795424046,34.84363257067434,1.6666666666666667
greedy,13,0.2,3,True,11,20,379.81116138471685,13,12,18.990558069235842,31.65093011539307,1.6666666666666667
greedy,14,0.2,3,True,10,20,346.7990499870724,11,12,17.339952499353622,28.899920832256033,1.6666666666666667
greedy,15,0.2,3,True,14,20,479.2539031650512,11,12,23.96269515825256,39.93782526375427,1.6666666666666667
greedy,16,0.2,3,True,8,20,283.4910865850838,11,12,14.174554329254189,23.62425721542365,1.6666666666666667
greedy,17,0.2,3,True,6,20,217.7948135535976,10,12,10.88974067767988,18.149567796133134,1.6666666666666667
greedy,18,0.2,3,True,11,20,381.715247071273,11,12,19.08576235356365,31.809603922606083,1.6666666666666667
greedy,19,0.2,3,True,10,20,348.90261575199804,9,12,17.4451307875999,29.07521797933317,1.6666666666666667
greedy,20,0.2,3,True,9,20,317.88431546408594,12,12,15.894215773204298,26.490359622007162,1.6666666666666667
greedy,21,0.2,3,True,22,20,735.9133340343851,11,12,36.795666701719256,61.32611116953209,1.6666666666666667
greedy,22,0.2,3,True,10,20,346.58283160257463,11,12,17.32914158012873,28.881902633547885,1.6666666666666667
greedy,23,0.2,3,True,7,20,251.87154906593196,10,12,12.593577453296598,20.98929575549433,1.6666666666666667
greedy,24,0.2,3,True,8,20,287.1209452263072,9,12,14.356047261315359,23.9267454355256,1.6666666666666667
greedy,25,0.2,3,True,8,20,284.4596073349915,10,12,14.222980366749576,23.70496727791596,1.6666666666666667
greedy,26,0.2,3,True,6,20,217.43938947195508,13,12,10.871969473597755,18.119949122662923,1.6666666666666667
greedy,27,0.2,3,True,7,20,247.0477210382025,12,12,12.352386051910125,20.587310086516876,1.6666666666666667
greedy,28,0.2,3,True,6,20,219.34839868644752,12,12,10.967419934322375,18.279033223870627,1.6666666666666667
greedy,29,0.2,3,True,9,20,317.93801463883955,12,12,15.896900731941978,26.49483455323663,1.6666666666666667
