algorithm,seed,failure_rate,failed_agents,success,iterations,tasks_completed,total_distance,productive_agents,surviving_agents,distance_per_task,distance_per_surviving_agent,tasks_per_surviving_agent
fixed_pso,26,0.4,6,True,10,20,287.073159924592,12,9,14.3536579962296,31.897017769399113,2.2222222222222223
fixed_pso,27,0.4,6,True,9,20,249.44746170191544,13,9,12.472373085095771,27.71638463354616,2.2222222222222223
fixed_pso,28,0.4,6,True,11,20,305.3730273606428,12,9,15.268651368032142,33.93033637340476,2.2222222222222223
fixed_pso,29,0.4,6,True,23,20,611.2507546555172,12,9,30.56253773277586,67.9167505172797,2.2222222222222223
dynamic_pso,0,0.4,6,True,17,20,454.8888516213675,10,9,22.744442581068377,50.5432057357075,2.2222222222222223
dynamic_pso,1,0.4,6,True,12,20,334.41262691406587,12,9,16.720631345703293,37.15695854600732,2.2222222222222223
dynamic_pso,2,0.4,6,True,14,20,367.18438864566224,14,9,18.359219432283112,40.79826540507358,2.2222222222222223
dynamic_pso,3,0.4,6,True,11,20,300.42908158306483,11,9,15.02145407915324,33.38100906478498,2.2222222222222223
dynamic_pso,4,0.4,6,True,9,20,250.1951364067409,13,9,12.509756820337044,27.79945960074899,2.2222222222222223
dynamic_pso,5,0.4,6,True,12,20,330.67960903693086,12,9,16.533980451846542,36.74217878188121,2.2222222222222223
dynamic_pso,6,0.4,6,True,12,20,338.9156171128903,13,9,16.945780855644514,37.65729079032114,2.2222222222222223
dynamic_pso,7,0.4,6,True,19,20,491.4789500069001,12,9,24.573947500345007,54.608772222988904,2.2222222222222223
dynamic_pso,8,0.4,6,True,15,20,401.55637994957056,12,9,20.077818997478527,44.617375549952285,2.2222222222222223
dynamic_pso,9,0.4,6,True,11,20,310.1999304920842,10,9,15.50999652460421,34.46665894356491,2.2222222222222223
dynamic_pso,10,0.4,6,True,13,20,354.7333077701826,11,9,17.73666538850913,39.41481197446473,2.2222222222222223
dynamic_pso,11,0.4,6,True,12,20,315.490235402495,11,9,15.77451177012475,35.05447060027722,2.2222222222222223
dynamic_pso,12,0.4,6,True,9,20,260.5963161539019,11,9,13.029815807695096,28.955146239322435,2.2222222222222223
dynamic_pso,13,0.4,6,True,11,20,298.02449626977364,12,9,14.901224813488682,33.113832918863736,2.2222222222222223
dynamic_pso,14,0.4,6,True,9,20,253.03347743642564,12,9,12.651673871821282,28.114830826269515,2.2222222222222223
dynamic_pso,15,0.4,6,True,14,20,372.2228650089229,10,9,18.611143250446144,41.358096112102544,2.2222222222222223
dynamic_pso,16,0.4,6,True,11,20,300.57494576584594,12,9,15.028747288292298,33.39721619620511,2.2222222222222223
dynamic_pso,17,0.4,6,True,7,20,201.13125518397655,11,9,10.056562759198828,22.34791724266406,2.2222222222222223
dynamic_pso,18,0.4,6,True,17,20,457.18155310917416,11,9,22.85907765545871,50.797950345463796,2.2222222222222223
dynamic_pso,19,0.4,6,True,14,20,383.9117825040704,8,9,19.19558912520352,42.65686472267449,2.2222222222222223
dynamic_pso,20,0.4,6,True,20,20,537.6794948268506,9,9,26.88397474134253,59.74216609187229,2.2222222222222223
dynamic_pso,21,0.4,6,True,19,20,499.82905508873336,12,9,24.99145275443667,55.53656167652593,2.2222222222222223
dynamic_pso,22,0.4,6,True,14,20,379.6609590922165,12,9,18.983047954610825,42.18455101024628,2.2222222222222223
dynamic_pso,23,0.4,6,True,11,20,299.9414798961186,11,9,14.99707399480593,33.326831099568736,2.2222222222222223
dynamic_pso,24,0.4,6,True,19,20,492.1869007804854,11,9,24.60934503902427,54.687433420053935,2.2222222222222223
dynamic_pso,25,0.4,6,True,11,20,297.0237701385085,12,9,14.851188506925425,33.00264112650095,2.2222222222222223
dynamic_pso,26,0.4,6,True,11,20,299.5549161868187,11,9,14.977745809340934,33.28387957631318,2.2222222222222223
dynamic_pso,27,0.4,6,True,9,20,244.52834804951505,12,9,12.226417402475752,27.169816449946115,2.2222222222222223
dynamic_pso,28,0.4,6,True,10,20,278.7810402454974,11,9,13.939052012274871,30.975671138388602,2.2222222222222223
dynamic_pso,29,0.4,6,True,23,20,605.776232599045,12,9,30.28881162995225,67.30847028878277,2.2222222222222223
greedy,0,0.6,9,True,15,20,318.7483191123164,9,6,15.937415955615819,53.12471985205273,3.3333333333333335
greedy,1,0.6,9,True,9,20,219.1278785720751,12,6,10.956393928603756,36.52131309534585,3.3333333333333335
greedy,2,0.6,9,True,9,20,212.3813489675984,12,6,10.61906744837992,35.396891494599735,3.3333333333333335
greedy,3,0.6,9,True,9,20,215.4366385592837,12,6,10.771831927964184,35.90610642654728,3.3333333333333335
greedy,4,0.6,9,True,15,20,307.8441580546994,12,6,15.39220790273497,51.30735967578323,3.3333333333333335
greedy,5,0.6,9,True,11,20,246.88369883372957,11,6,12.344184941686478,41.147283138954926,3.3333333333333335
greedy,6,0.6,9,True,11,20,249.2589176089093,13,6,12.462945880445464,41.54315293481822,3.3333333333333335
greedy,7,0.6,9,True,7,20,184.44760864781225,12,6,9.222380432390612,30.741268107968708,3.3333333333333335
greedy,8,0.6,9,True,15,20,319.86577246378204,10,6,15.993288623189102,53.310962077297006,3.3333333333333335
greedy,9,0.6,9,True,10,20,234.58317771511815,9,6,11.729158885755908,39.09719628585302,3.3333333333333335
greedy,10,0.6,9,True,11,20,249.61371403415905,11,6,12.480685701707952,41.60228567235984,3.3333333333333335
greedy,11,0.6,9,True,13,20,285.50118567371936,12,6,14.275059283685968,47.58353094561989,3.3333333333333335
greedy,12,0.6,9,True,14,20,301.8132981647328,10,6,15.090664908236642,50.302216360788805,3.3333333333333335
greedy,13,0.6,9,True,11,20,245.4602731762178,13,6,12.273013658810891,40.91004552936963,3.3333333333333335
greedy,14,0.6,9,True,11,20,246.07922144451092,11,6,12.303961072225546,41.01320357408515,3.3333333333333335
greedy,15,0.6,9,True,14,20,290.6098795714138,10,6,14.53049397857069,48.434979928568964,3.3333333333333335
greedy,16,0.6,9,True,9,20,213.69174576443092,12,6,10.684587288221547,35.615290960738484,3.3333333333333335
greedy,17,0.6,9,True,6,20,167.7555588222337,10,6,8.387777941111684,27.959259803705617,3.3333333333333335
greedy,18,0.6,9,True,16,20,330.48926809080274,11,6,16.524463404540136,55.08154468180046,3.3333333333333335
greedy,19,0.6,9,True,17,20,342.93702263079706,9,6,17.146851131539854,57.15617043846618,3.3333333333333335
greedy,20,0.6,9,True,9,20,217.99271449265692,12,6,10.899635724632846,36.332119082109486,3.3333333333333335
greedy,21,0.6,9,True,16,20,327.9921414154035,10,6,16.399607070770177,54.665356902567254,3.3333333333333335
greedy,22,0.6,9,True,17,20,342.80612851440253,11,6,17.140306425720127,57.13435475240042,3.3333333333333335
greedy,23,0.6,9,True,12,20,269.2802586480644,11,6,13.464012932403218,44.88004310801073,3.3333333333333335
greedy,24,0.6,9,True,11,20,252.32967042488,10,6,12.616483521244,42.05494507081333,3.3333333333333335
greedy,25,0.6,9,True,9,20,216.53295635908853,11,6,10.826647817954427,36.08882605984809,3.3333333333333335
greedy,26,0.6,9,True,10,20,236.79069393727383,11,6,11.83953469686369,39.465115656212305,3.3333333333333335
greedy,27,0.6,9,True,10,20,232.03570213523253,11,6,11.601785106761627,38.67261702253875,3.3333333333333335
greedy,28,0.6,9,True,13,20,286.4127083015375,12,6,14.320635415076875,47.735451383589584,3.3333333333333335
greedy,29,0.6,9,True,10,20,231.4354486488037,12,6,11.571772432440186,38.57257477480062,3.3333333333333335
fixed_pso,0,0.6,9,True,17,20,345.88366758808763,11,6,17.29418337940438,57.647277931347936,3.3333333333333335
fixed_pso,1,0.6,9,True,12,20,263.7388752477152,10,6,13.186943762385761,43.95647920795253,3.3333333333333335
fixed_pso,2,0.6,9,True,13,20,271.24776520738664,12,6,13.562388260369332,45.207960867897775,3.3333333333333335
fixed_pso,3,0.6,9,True,12,20,254.5164748340475,11,6,12.725823741702374,42.41941247234125,3.3333333333333335
fixed_pso,4,0.6,9,True,14,20,283.4081769981224,12,6,14.17040884990612,47.234696166353736,3.3333333333333335
fixed_pso,5,0.6,9,True,14,20,281.6666543129225,12,6,14.083332715646126,46.944442385487086,3.3333333333333335
fixed_pso,6,0.6,9,True,11,20,242.61891445251632,14,6,12.130945722625816,40.436485742086056,3.3333333333333335
fixed_pso,7,0.6,9,True,12,20,251.06638427903496,13,6,12.553319213951749,41.84439737983916,3.3333333333333335
fixed_pso,8,0.6,9,True,16,20,325.1567258708335,13,6,16.257836293541676,54.192787645138914,3.3333333333333335
fixed_pso,9,0.6,9,True,15,20,310.9877074269832,11,6,15.54938537134916,51.83128457116387,3.3333333333333335
fixed_pso,10,0.6,9,True,13,20,271.30571334483915,12,6,13.565285667241957,45.21761889080653,3.3333333333333335
fixed_pso,11,0.6,9,True,20,20,379.6033978549377,11,6,18.980169892746886,63.26723297582296,3.3333333333333335
fixed_pso,12,0.6,9,True,17,20,345.22691592553457,9,6,17.26134579627673,57.53781932092243,3.3333333333333335
fixed_pso,13,0.6,9,True,12,20,256.11661774879894,10,6,12.805830887439948,42.686102958133155,3.3333333333333335
fixed_pso,14,0.6,9,True,11,20,234.1269001649588,11,6,11.70634500824794,39.021150027493135,3.3333333333333335
fixed_pso,15,0.6,9,True,14,20,275.3756965624117,9,6,13.768784828120584,45.895949427068615,3.3333333333333335
fixed_pso,16,0.6,9,True,12,20,250.25641300763823,12,6,12.512820650381911,41.70940216793971,3.3333333333333335
fixed_pso,17,0.6,9,True,12,20,250.30403472541047,12,6,12.515201736270523,41.71733912090175,3.3333333333333335
fixed_pso,18,0.6,9,True,17,20,347.57601476723283,10,6,17.37880073836164,57.92933579453881,3.3333333333333335
fixed_pso,19,0.6,9,True,24,20,465.9433347652759,10,6,23.297166738263794,77.65722246087931,3.3333333333333335
fixed_pso,20,0.6,9,True,13,20,282.14668626104685,10,6,14.107334313052343,47.02444771017448,3.3333333333333335
fixed_pso,21,0.6,9,True,15,20,303.9121379870783,11,6,15.195606899353916,50.65202299784639,3.3333333333333335
fixed_pso,22,0.6,9,True,19,20,371.249563403576,11,6,18.5624781701788,61.874927233929334,3.3333333333333335
fixed_pso,23,0.6,9,True,16,20,322.8863651097552,9,6,16.14431825548776,53.814394184959205,3.3333333333333335
fixed_pso,24,0.6,9,True,15,20,308.5699133744422,9,6,15.42849566872211,51.42831889574037,3.3333333333333335
fixed_pso,25,0.6,9,True,10,20,216.63044364435265,13,6,10.831522182217633,36.10507394072544,3.3333333333333335
fixed_pso,26,0.6,9,True,11,20,240.4753122558808,11,6,12.02376561279404,40.079218709313466,3.3333333333333335
fixed_pso,27,0.6,9,True,15,20,305.7255745332635,12,6,15.286278726663175,50.95426242221058,3.3333333333333335
fixed_pso,28,0.6,9,True,14,20,290.2060445549216,13,6,14.510302227746081,48.367674092486936,3.3333333333333335
fixed_pso,29,0.6,9,True,11,20,243.0934108842105,10,6,12.154670544210525,40.51556848070175,3.3333333333333335
dynamic_pso,0,0.6,9,True,18,20,358.44773544662183,10,6,17.92238677233109,59.74128924110364,3.3333333333333335
dynamic_pso,1,0.6,9,True,11,20,244.73671135289345,10,6,12.236835567644672,40.78945189214891,3.3333333333333335
dynamic_pso,2,0.6,9,True,13,20,271.5002880898277,12,6,13.575014404491384,45.25004801497128,3.3333333333333335
dynamic_pso,3,0.6,9,True,12,20,253.1211364856936,11,6,12.65605682428468,42.186856080948935,3.3333333333333335
dynamic_pso,4,0.6,9,True,14,20,278.61866997862194,13,6,13.930933498931097,46.43644499643699,3.3333333333333335
dynamic_pso,5,0.6,9,True,14,20,275.0271730367855,12,6,13.751358651839274,45.83786217279758,3.3333333333333335
dynamic_pso,6,0.6,9,True,11,20,240.99216710724053,14,6,12.049608355362027,40.16536118454009,3.3333333333333335
dynamic_pso,7,0.6,9,True,12,20,247.5460317117936,13,6,12.37730158558968,41.2576719519656,3.3333333333333335
dynamic_pso,8,0.6,9,True,18,20,356.1611795247625,13,6,17.808058976238122,59.360196587460415,3.3333333333333335
dynamic_pso,9,0.6,9,True,15,20,309.5538160427976,11,6,15.47769080213988,51.5923026737996,3.3333333333333335
dynamic_pso,10,0.6,9,True,13,20,270.02981080648067,12,6,13.501490540324033,45.00496846774678,3.3333333333333335
dynamic_pso,11,0.6,9,True,20,20,377.1563014058857,11,6,18.857815070294286,62.85938356764762,3.3333333333333335
dynamic_pso,12,0.6,9,True,17,20,337.8295908735552,9,6,16.89147954367776,56.304931812259206,3.3333333333333335
dynamic_pso,13,0.6,9,True,11,20,234.9948407246818,10,6,11.74974203623409,39.16580678744697,3.3333333333333335
dynamic_pso,14,0.6,9,True,11,20,234.8391593056431,11,6,11.741957965282156,39.139859884273854,3.3333333333333335
dynamic_pso,15,0.6,9,True,14,20,279.35988807010256,9,6,13.967994403505127,46.55998134501709,3.3333333333333335
dynamic_pso,16,0.6,9,True,14,20,277.51058207868914,12,6,13.875529103934458,46.251763679781526,3.3333333333333335
dynamic_pso,17,0.6,9,True,12,20,247.877007295286,11,6,12.393850364764301,41.31283454921434,3.3333333333333335
dynamic_pso,18,0.6,9,True,18,20,359.203099178487,10,6,17.96015495892435,59.867183196414494,3.3333333333333335
dynamic_pso,19,0.6,9,True,24,20,462.7553441382775,10,6,23.137767206913875,77.12589068971292,3.3333333333333335
dynamic_pso,20,0.6,9,True,13,20,280.27051352633515,10,6,14.013525676316757,46.71175225438919,3.3333333333333335
dynamic_pso,21,0.6,9,True,14,20,288.5345628442163,11,6,14.426728142210814,48.08909380736938,3.3333333333333335
dynamic_pso,22,0.6,9,True,19,20,366.71177977491845,11,6,18.335588988745922,61.11862996248641,3.3333333333333335
dynamic_pso,23,0.6,9,True,16,20,316.6587607822265,9,6,15.832938039111326,52.776460130371085,3.3333333333333335
dynamic_pso,24,0.6,9,True,16,20,314.73161163974555,10,6,15.736580581987278,52.45526860662426,3.3333333333333335
dynamic_pso,25,0.6,9,True,9,20,200.23776858849527,12,6,10.011888429424763,33.37296143141588,3.3333333333333335
dynamic_pso,26,0.6,9,True,11,20,237.8280556869972,10,6,11.89140278434986,39.6380092811662,3.3333333333333335
dynamic_pso,27,0.6,9,True,15,20,302.5708184183643,12,6,15.128540920918216,50.42846973639405,3.3333333333333335
dynamic_pso,28,0.6,9,True,14,20,285.0415073038716,12,6,14.25207536519358,47.506917883978595,3.3333333333333335
dynamic_pso,29,0.6,9,True,11,20,240.96961122015549,10,6,12.048480561007775,40.16160187002591,3.3333333333333335
