algorithm,success_rate,mean_iterations,std_iterations,mean_distance,std_distance,mean_productive_agents,std_productive_agents,mean_blocked_moves,std_blocked_moves,mean_redundancy,std_redundancy,mean_runtime,std_runtime
hungarian_astar,100.0,23.433333333333334,3.910051885477536,196.76666666666668,39.36012627304294,12.866666666666667,1.0416609195243767,0.6666666666666666,1.0283342182227604,0.0,0.0,3.5313722601337454,1.2719652803598007
manhattan_greedy,100.0,34.06666666666667,8.622078049116547,490.1,121.16171866132272,10.6,1.4762487408386122,20.9,11.992382639797242,0.7022226990045767,0.05469447712706546,0.24644974060041322,0.15685393520996108
path_cost_greedy,100.0,33.266666666666666,8.456514865957544,478.46666666666664,118.27079778709283,10.766666666666667,1.5905612397739564,20.533333333333335,12.923470584716126,0.7048474102733576,0.06599202180144256,4.404072675801095,1.8213212633492573
