algorithm_manhattan,seed,obstacle_density,success_manhattan,iterations_manhattan,completed_tasks_manhattan,total_distance_manhattan,productive_agents_manhattan,blocked_moves_manhattan,unreachable_plans_manhattan,redundant_target_events_manhattan,redundant_target_ratio_manhattan,algorithm_path,success_path,iterations_path,completed_tasks_path,total_distance_path,productive_agents_path,blocked_moves_path,unreachable_plans_path,redundant_target_events_path,redundant_target_ratio_path,iteration_difference,distance_difference,redundancy_difference
manhattan_greedy,0,0.0,True,34,20,497.0,10,13,0,376,0.7372549019607844,path_cost_greedy,True,34,20,497.0,10,13,0,376,0.7372549019607844,0,0.0,0.0
manhattan_greedy,1,0.0,True,35,20,497.0,10,28,0,387,0.7371428571428571,path_cost_greedy,True,35,20,497.0,10,28,0,387,0.7371428571428571,0,0.0,0.0
manhattan_greedy,2,0.0,True,28,20,414.0,11,6,0,298,0.7095238095238096,path_cost_greedy,True,28,20,414.0,11,6,0,298,0.7095238095238096,0,0.0,0.0
manhattan_greedy,3,0.0,True,25,20,369.0,10,6,0,265,0.7066666666666667,path_cost_greedy,True,25,20,369.0,10,6,0,265,0.7066666666666667,0,0.0,0.0
manhattan_greedy,4,0.0,True,33,20,478.0,11,17,0,377,0.7616161616161616,path_cost_greedy,True,33,20,478.0,11,17,0,377,0.7616161616161616,0,0.0,0.0
manhattan_greedy,5,0.0,True,31,20,455.0,9,10,0,352,0.7569892473118279,path_cost_greedy,True,31,20,455.0,9,10,0,352,0.7569892473118279,0,0.0,0.0
manhattan_greedy,6,0.0,True,34,20,503.0,12,7,0,362,0.7098039215686275,path_cost_greedy,True,34,20,503.0,12,7,0,362,0.7098039215686275,0,0.0,0.0
manhattan_greedy,7,0.0,True,22,20,326.0,12,4,0,222,0.6727272727272727,path_cost_greedy,True,22,20,326.0,12,4,0,222,0.6727272727272727,0,0.0,0.0
manhattan_greedy,8,0.0,True,31,20,450.0,11,15,0,310,0.6666666666666666,path_cost_greedy,True,31,20,450.0,11,15,0,310,0.6666666666666666,0,0.0,0.0
manhattan_greedy,9,0.0,True,21,20,301.0,14,14,0,177,0.5619047619047619,path_cost_greedy,True,21,20,301.0,14,14,0,177,0.5619047619047619,0,0.0,0.0
manhattan_greedy,10,0.0,True,43,20,639.0,10,6,0,498,0.772093023255814,path_cost_greedy,True,43,20,639.0,10,6,0,498,0.772093023255814,0,0.0,0.0
manhattan_greedy,11,0.0,True,28,20,398.0,13,22,0,287,0.6833333333333333,path_cost_greedy,True,28,20,398.0,13,22,0,287,0.6833333333333333,0,0.0,0.0
manhattan_greedy,12,0.0,True,15,20,223.0,11,2,0,108,0.48,path_cost_greedy,True,15,20,223.0,11,2,0,108,0.48,0,0.0,0.0
manhattan_greedy,13,0.0,True,27,20,397.0,10,8,0,290,0.7160493827160493,path_cost_greedy,True,27,20,397.0,10,8,0,290,0.7160493827160493,0,0.0,0.0
manhattan_greedy,14,0.0,True,31,20,460.0,11,5,0,319,0.6860215053763441,path_cost_greedy,True,31,20,460.0,11,5,0,319,0.6860215053763441,0,0.0,0.0
manhattan_greedy,15,0.0,True,35,20,491.0,11,34,0,383,0.7295238095238096,path_cost_greedy,True,35,20,491.0,11,34,0,383,0.7295238095238096,0,0.0,0.0
manhattan_greedy,16,0.0,True,26,20,386.0,12,4,0,271,0.6948717948717948,path_cost_greedy,True,26,20,386.0,12,4,0,271,0.6948717948717948,0,0.0,0.0
manhattan_greedy,17,0.0,True,40,20,590.0,9,10,0,465,0.775,path_cost_greedy,True,40,20,590.0,9,10,0,465,0.775,0,0.0,0.0
manhattan_greedy,18,0.0,True,18,20,261.0,14,9,0,152,0.562962962962963,path_cost_greedy,True,18,20,261.0,14,9,0,152,0.562962962962963,0,0.0,0.0
manhattan_greedy,19,0.0,True,32,20,426.0,9,54,0,362,0.7541666666666667,path_cost_greedy,True,32,20,426.0,9,54,0,362,0.7541666666666667,0,0.0,0.0
manhattan_greedy,20,0.0,True,25,20,373.0,11,2,0,236,0.6293333333333333,path_cost_greedy,True,25,20,373.0,11,2,0,236,0.6293333333333333,0,0.0,0.0
manhattan_greedy,21,0.0,True,23,20,338.0,12,7,0,228,0.6608695652173913,path_cost_greedy,True,23,20,338.0,12,7,0,228,0.6608695652173913,0,0.0,0.0
manhattan_greedy,22,0.0,True,18,20,267.0,11,3,0,164,0.6074074074074074,path_cost_greedy,True,18,20,267.0,11,3,0,164,0.6074074074074074,0,0.0,0.0
manhattan_greedy,23,0.0,True,41,20,560.0,13,55,0,491,0.7983739837398374,path_cost_greedy,True,41,20,560.0,13,55,0,491,0.7983739837398374,0,0.0,0.0
manhattan_greedy,24,0.0,True,30,20,444.0,10,6,0,339,0.7533333333333333,path_cost_greedy,True,30,20,444.0,10,6,0,339,0.7533333333333333,0,0.0,0.0
manhattan_greedy,25,0.0,True,30,20,429.0,11,21,0,315,0.7,path_cost_greedy,True,30,20,429.0,11,21,0,315,0.7,0,0.0,0.0
manhattan_greedy,26,0.0,True,39,20,572.0,9,13,0,458,0.7829059829059829,path_cost_greedy,True,39,20,572.0,9,13,0,458,0.7829059829059829,0,0.0,0.0
manhattan_greedy,27,0.0,True,25,20,362.0,12,13,0,261,0.696,path_cost_greedy,True,25,20,362.0,12,13,0,261,0.696,0,0.0,0.0
manhattan_greedy,28,0.0,True,41,20,579.0,11,36,0,498,0.8097560975609757,path_cost_greedy,True,41,20,579.0,11,36,0,498,0.8097560975609757,0,0.0,0.0
manhattan_greedy,29,0.0,True,29,20,424.0,13,11,0,298,0.6850574712643678,path_cost_greedy,True,29,20,424.0,13,11,0,298,0.6850574712643678,0,0.0,0.0
manhattan_greedy,0,0.05,True,24,20,355.0,11,5,0,237,0.6583333333333333,path_cost_greedy,True,24,20,355.0,11,5,0,237,0.6583333333333333,0,0.0,0.0
manhattan_greedy,1,0.05,True,19,20,275.0,11,10,0,167,0.5859649122807018,path_cost_greedy,True,19,20,279.0,12,6,0,172,0.6035087719298246,0,4.0,0.01754385964912275
manhattan_greedy,2,0.05,True,27,20,387.0,11,18,0,273,0.674074074074074,path_cost_greedy,True,27,20,387.0,11,18,0,278,0.6864197530864198,0,0.0,0.012345679012345734
manhattan_greedy,3,0.05,True,21,20,307.0,12,8,0,203,0.6444444444444445,path_cost_greedy,True,21,20,305.0,12,10,0,203,0.6444444444444445,0,-2.0,0.0
manhattan_greedy,4,0.05,True,21,20,299.0,9,16,0,190,0.6031746031746031,path_cost_greedy,True,21,20,299.0,9,16,0,196,0.6222222222222222,0,0.0,0.01904761904761909
manhattan_greedy,5,0.05,True,25,20,363.0,10,12,0,253,0.6746666666666666,path_cost_greedy,True,25,20,365.0,10,10,0,253,0.6746666666666666,0,2.0,0.0
manhattan_greedy,6,0.05,True,25,20,367.0,13,8,0,251,0.6693333333333333,path_cost_greedy,True,25,20,367.0,13,8,0,251,0.6693333333333333,0,0.0,0.0
manhattan_greedy,7,0.05,True,22,20,324.0,11,6,0,218,0.6606060606060606,path_cost_greedy,True,22,20,324.0,11,6,0,218,0.6606060606060606,0,0.0,0.0
manhattan_greedy,8,0.05,True,39,20,576.0,10,9,0,428,0.7316239316239316,path_cost_greedy,True,47,20,691.0,10,14,0,558,0.7914893617021277,8,115.0,0.059865430078196114
manhattan_greedy,9,0.05,True,59,20,847.0,10,38,0,740,0.8361581920903954,path_cost_greedy,True,59,20,844.0,10,41,0,747,0.8440677966101695,0,-3.0,0.007909604519774072
manhattan_greedy,10,0.05,True,27,20,396.0,9,9,0,276,0.6814814814814815,path_cost_greedy,True,27,20,396.0,9,9,0,275,0.6790123456790124,0,0.0,-0.0024691358024691024
manhattan_greedy,11,0.05,True,16,20,235.0,10,5,0,135,0.5625,path_cost_greedy,True,16,20,235.0,10,5,0,135,0.5625,0,0.0,0.0
manhattan_greedy,12,0.05,True,18,20,264.0,13,6,0,149,0.5518518518518518,path_cost_greedy,True,18,20,264.0,13,6,0,149,0.5518518518518518,0,0.0,0.0
manhattan_greedy,13,0.05,True,33,20,477.0,10,18,0,355,0.7171717171717171,path_cost_greedy,True,29,20,420.0,10,15,0,292,0.671264367816092,-4,-57.0,-0.04590734935562513
manhattan_greedy,14,0.05,True,46,20,674.0,11,16,0,528,0.7652173913043478,path_cost_greedy,True,46,20,674.0,11,16,0,528,0.7652173913043478,0,0.0,0.0
manhattan_greedy,15,0.05,True,22,20,318.0,12,12,0,216,0.6545454545454545,path_cost_greedy,True,22,20,318.0,12,12,0,216,0.6545454545454545,0,0.0,0.0
manhattan_greedy,16,0.05,True,37,20,553.0,10,2,0,434,0.781981981981982,path_cost_greedy,True,37,20,553.0,10,2,0,434,0.781981981981982,0,0.0,0.0
manhattan_greedy,17,0.05,True,43,20,631.0,10,14,0,506,0.7844961240310078,path_cost_greedy,True,50,20,674.0,11,76,0,596,0.7946666666666666,7,43.0,0.010170542635658864
manhattan_greedy,18,0.05,True,33,20,481.0,12,14,0,358,0.7232323232323232,path_cost_greedy,True,33,20,481.0,12,14,0,358,0.7232323232323232,0,0.0,0.0
manhattan_greedy,19,0.05,True,24,20,356.0,12,4,0,246,0.6833333333333333,path_cost_greedy,True,24,20,356.0,12,4,0,246,0.6833333333333333,0,0.0,0.0
manhattan_greedy,20,0.05,True,25,20,368.0,11,7,0,239,0.6373333333333333,path_cost_greedy,True,25,20,368.0,11,7,0,239,0.6373333333333333,0,0.0,0.0
manhattan_greedy,21,0.05,True,36,20,508.0,13,32,0,410,0.7592592592592593,path_cost_greedy,True,36,20,534.0,14,6,0,408,0.7555555555555555,0,26.0,-0.0037037037037037646
manhattan_greedy,22,0.05,True,23,20,340.0,11,5,0,228,0.6608695652173913,path_cost_greedy,True,23,20,340.0,11,5,0,228,0.6608695652173913,0,0.0,0.0
manhattan_greedy,23,0.05,True,48,20,689.0,12,31,0,582,0.8083333333333333,path_cost_greedy,True,48,20,681.0,12,39,0,582,0.8083333333333333,0,-8.0,0.0
manhattan_greedy,24,0.05,True,26,20,374.0,11,16,0,251,0.6435897435897436,path_cost_greedy,True,26,20,371.0,10,19,0,255,0.6538461538461539,0,-3.0,0.01025641025641022
manhattan_greedy,25,0.05,True,25,20,371.0,12,4,0,216,0.576,path_cost_greedy,True,25,20,372.0,12,3,0,227,0.6053333333333333,0,1.0,0.029333333333333322
manhattan_greedy,26,0.05,True,42,20,622.0,9,8,0,506,0.8031746031746032,path_cost_greedy,True,42,20,622.0,9,8,0,506,0.8031746031746032,0,0.0,0.0
manhattan_greedy,27,0.05,True,28,20,418.0,13,2,0,315,0.75,path_cost_greedy,True,28,20,417.0,13,3,0,321,0.7642857142857142,0,-1.0,0.014285714285714235
manhattan_greedy,28,0.05,True,37,20,541.0,11,14,0,431,0.7765765765765765,path_cost_greedy,True,37,20,541.0,11,14,0,431,0.7765765765765765,0,0.0,0.0
manhattan_greedy,29,0.05,True,33,20,478.0,11,17,0,343,0.692929292929293,path_cost_greedy,True,33,20,480.0,11,15,0,343,0.692929292929293,0,2.0,0.0
manhattan_greedy,0,0.1,True,42,20,607.0,12,23,0,492,0.780952380952381,path_cost_greedy,True,37,20,541.0,12,14,0,430,0.7747747747747747,-5,-66.0,-0.00617760617760621
manhattan_greedy,1,0.1,True,25,20,364.0,11,11,0,252,0.672,path_cost_greedy,True,25,20,361.0,12,14,0,240,0.64,0,-3.0,-0.03200000000000003
manhattan_greedy,2,0.1,True,31,20,450.0,11,15,0,328,0.7053763440860215,path_cost_greedy,True,31,20,456.0,11,9,0,339,0.7290322580645161,0,6.0,0.023655913978494647
manhattan_greedy,3,0.1,True,24,20,347.0,10,13,0,243,0.675,path_cost_greedy,True,24,20,347.0,10,13,0,238,0.6611111111111111,0,0.0,-0.01388888888888895
manhattan_greedy,4,0.1,True,27,20,398.0,10,7,0,286,0.7061728395061728,path_cost_greedy,True,26,20,382.0,10,8,0,280,0.717948717948718,-1,-16.0,0.011775878442545129
manhattan_greedy,5,0.1,True,18,20,265.0,11,5,0,158,0.5851851851851851,path_cost_greedy,True,18,20,265.0,11,5,0,158,0.5851851851851851,0,0.0,0.0
manhattan_greedy,6,0.1,True,36,20,522.0,10,18,0,396,0.7333333333333333,path_cost_greedy,True,36,20,520.0,10,20,0,396,0.7333333333333333,0,-2.0,0.0
manhattan_greedy,7,0.1,True,18,20,262.0,12,8,0,132,0.4888888888888889,path_cost_greedy,True,18,20,268.0,12,2,0,144,0.5333333333333333,0,6.0,0.04444444444444445
manhattan_greedy,8,0.1,True,46,20,637.0,11,53,0,563,0.8159420289855073,path_cost_greedy,True,34,20,483.0,11,27,0,383,0.7509803921568627,-12,-154.0,-0.06496163682864453
manhattan_greedy,9,0.1,True,39,20,568.0,12,17,0,443,0.7572649572649572,path_cost_greedy,True,39,20,567.0,12,18,0,436,0.7452991452991453,0,-1.0,-0.011965811965811923
manhattan_greedy,10,0.1,True,25,20,368.0,13,7,0,269,0.7173333333333334,path_cost_greedy,True,25,20,369.0,12,6,0,275,0.7333333333333333,0,1.0,0.015999999999999903
manhattan_greedy,11,0.1,True,35,20,500.0,11,25,0,394,0.7504761904761905,path_cost_greedy,True,37,20,535.0,9,20,0,429,0.772972972972973,2,35.0,0.02249678249678244
manhattan_greedy,12,0.1,True,26,20,374.0,10,16,0,259,0.6641025641025641,path_cost_greedy,True,26,20,375.0,10,15,0,258,0.6615384615384615,0,1.0,-0.002564102564102555
manhattan_greedy,13,0.1,True,36,20,523.0,10,17,0,394,0.7296296296296296,path_cost_greedy,True,36,20,523.0,10,17,0,394,0.7296296296296296,0,0.0,0.0
manhattan_greedy,14,0.1,True,36,20,521.0,8,19,0,392,0.725925925925926,path_cost_greedy,True,36,20,524.0,9,16,0,399,0.7388888888888889,0,3.0,0.012962962962962954
manhattan_greedy,15,0.1,True,34,20,494.0,10,16,0,367,0.7196078431372549,path_cost_greedy,True,37,20,536.0,10,19,0,416,0.7495495495495496,3,42.0,0.029941706412294655
manhattan_greedy,16,0.1,True,27,20,403.0,8,2,0,269,0.6641975308641975,path_cost_greedy,True,27,20,402.0,8,3,0,267,0.6592592592592592,0,-1.0,-0.004938271604938316
manhattan_greedy,17,0.1,True,26,20,371.0,11,19,0,252,0.6461538461538462,path_cost_greedy,True,26,20,371.0,11,19,0,252,0.6461538461538462,0,0.0,0.0
manhattan_greedy,18,0.1,True,23,20,335.0,12,10,0,214,0.6202898550724638,path_cost_greedy,True,23,20,335.0,12,10,0,213,0.6173913043478261,0,0.0,-0.0028985507246377384
manhattan_greedy,19,0.1,True,34,20,502.0,12,8,0,368,0.7215686274509804,path_cost_greedy,True,34,20,501.0,12,9,0,375,0.7352941176470589,0,-1.0,0.013725490196078494
manhattan_greedy,20,0.1,True,28,20,413.0,9,7,0,272,0.6476190476190476,path_cost_greedy,True,28,20,413.0,9,7,0,278,0.6619047619047619,0,0.0,0.014285714285714235
manhattan_greedy,21,0.1,True,23,20,340.0,11,5,0,203,0.5884057971014492,path_cost_greedy,True,23,20,340.0,11,5,0,213,0.6173913043478261,0,0.0,0.02898550724637683
manhattan_greedy,22,0.1,True,32,20,471.0,13,9,0,349,0.7270833333333333,path_cost_greedy,True,32,20,473.0,13,7,0,354,0.7375,0,2.0,0.01041666666666674
manhattan_greedy,23,0.1,True,30,20,436.0,10,14,0,326,0.7244444444444444,path_cost_greedy,True,30,20,433.0,10,17,0,330,0.7333333333333333,0,-3.0,0.008888888888888835
manhattan_greedy,24,0.1,True,43,20,600.0,11,45,0,507,0.786046511627907,path_cost_greedy,True,43,20,611.0,12,34,0,496,0.7689922480620155,0,11.0,-0.01705426356589146
manhattan_greedy,25,0.1,True,30,20,422.0,13,28,0,298,0.6622222222222223,path_cost_greedy,True,30,20,416.0,12,34,0,315,0.7,0,-6.0,0.03777777777777769
manhattan_greedy,26,0.1,True,31,20,459.0,9,6,0,327,0.7032258064516129,path_cost_greedy,True,31,20,463.0,9,2,0,335,0.7204301075268817,0,4.0,0.017204301075268824
manhattan_greedy,27,0.1,True,21,20,309.0,11,6,0,231,0.7333333333333333,path_cost_greedy,True,21,20,309.0,11,6,0,232,0.7365079365079366,0,0.0,0.0031746031746032743
manhattan_greedy,28,0.1,True,51,20,722.0,11,43,0,622,0.8130718954248366,path_cost_greedy,True,51,20,722.0,11,43,0,622,0.8130718954248366,0,0.0,0.0
manhattan_greedy,29,0.1,True,30,20,441.0,12,9,0,304,0.6755555555555556,path_cost_greedy,True,30,20,442.0,12,8,0,304,0.6755555555555556,0,1.0,0.0
manhattan_greedy,0,0.15,True,35,20,511.0,10,14,0,367,0.699047619047619,path_cost_greedy,True,49,20,712.0,10,23,0,575,0.782312925170068,14,201.0,0.08326530612244898
manhattan_greedy,1,0.15,True,32,20,469.0,11,11,0,355,0.7395833333333334,path_cost_greedy,True,32,20,466.0,11,14,0,349,0.7270833333333333,0,-3.0,-0.012500000000000067
manhattan_greedy,2,0.15,True,32,20,463.0,11,17,0,325,0.6770833333333334,path_cost_greedy,True,32,20,451.0,11,29,0,311,0.6479166666666667,0,-12.0,-0.029166666666666674
manhattan_greedy,3,0.15,True,32,20,469.0,10,11,0,325,0.6770833333333334,path_cost_greedy,True,32,20,474.0,10,6,0,333,0.69375,0,5.0,0.016666666666666607
manhattan_greedy,4,0.15,True,39,20,577.0,10,8,0,448,0.7658119658119659,path_cost_greedy,True,39,20,568.0,9,17,0,451,0.770940170940171,0,-9.0,0.00512820512820511
manhattan_greedy,5,0.15,True,39,20,565.0,12,20,0,435,0.7435897435897436,path_cost_greedy,True,36,20,529.0,11,11,0,400,0.7407407407407407,-3,-36.0,-0.002849002849002913
manhattan_greedy,6,0.15,True,22,20,320.0,13,10,0,200,0.6060606060606061,path_cost_greedy,True,22,20,314.0,13,16,0,209,0.6333333333333333,0,-6.0,0.027272727272727226
manhattan_greedy,7,0.15,True,30,20,430.0,10,20,0,290,0.6444444444444445,path_cost_greedy,True,30,20,425.0,10,25,0,296,0.6577777777777778,0,-5.0,0.013333333333333308
manhattan_greedy,8,0.15,True,41,20,602.0,10,13,0,484,0.7869918699186992,path_cost_greedy,True,41,20,599.0,11,16,0,486,0.7902439024390244,0,-3.0,0.003252032520325243
manhattan_greedy,9,0.15,True,27,20,395.0,13,10,0,283,0.6987654320987654,path_cost_greedy,True,27,20,395.0,13,10,0,285,0.7037037037037037,0,0.0,0.004938271604938316
manhattan_greedy,10,0.15,True,41,20,596.0,12,19,0,454,0.7382113821138211,path_cost_greedy,True,41,20,598.0,12,17,0,460,0.7479674796747967,0,2.0,0.009756097560975618
manhattan_greedy,11,0.15,True,22,20,326.0,10,4,0,205,0.6212121212121212,path_cost_greedy,True,19,20,281.0,11,4,0,167,0.5859649122807018,-3,-45.0,-0.035247208931419416
manhattan_greedy,12,0.15,True,32,20,468.0,11,12,0,342,0.7125,path_cost_greedy,True,32,20,471.0,11,9,0,349,0.7270833333333333,0,3.0,0.014583333333333282
manhattan_greedy,13,0.15,True,38,20,559.0,11,11,0,422,0.7403508771929824,path_cost_greedy,True,38,20,560.0,11,10,0,421,0.7385964912280701,0,1.0,-0.0017543859649122862
