algorithm_manhattan,seed,obstacle_density,success_manhattan,iterations_manhattan,completed_tasks_manhattan,total_distance_manhattan,productive_agents_manhattan,blocked_moves_manhattan,unreachable_plans_manhattan,redundant_target_events_manhattan,redundant_target_ratio_manhattan,algorithm_path,success_path,iterations_path,completed_tasks_path,total_distance_path,productive_agents_path,blocked_moves_path,unreachable_plans_path,redundant_target_events_path,redundant_target_ratio_path,iteration_difference,distance_difference,redundancy_difference
manhattan_greedy,14,0.15,True,45,20,609.0,11,66,0,541,0.8014814814814815,path_cost_greedy,True,45,20,611.0,11,64,0,543,0.8044444444444444,0,2.0,0.002962962962962945
manhattan_greedy,15,0.15,True,29,20,432.0,12,3,0,300,0.6896551724137931,path_cost_greedy,True,29,20,434.0,12,1,0,305,0.7011494252873564,0,2.0,0.011494252873563204
manhattan_greedy,16,0.15,True,21,20,309.0,13,6,0,181,0.5746031746031746,path_cost_greedy,True,34,20,479.0,12,31,0,364,0.7137254901960784,13,170.0,0.1391223155929039
manhattan_greedy,17,0.15,True,31,20,453.0,13,12,0,329,0.7075268817204301,path_cost_greedy,True,31,20,455.0,13,10,0,329,0.7075268817204301,0,2.0,0.0
manhattan_greedy,18,0.15,True,29,20,425.0,12,10,0,319,0.7333333333333333,path_cost_greedy,True,29,20,425.0,12,10,0,319,0.7333333333333333,0,0.0,0.0
manhattan_greedy,19,0.15,True,34,20,480.0,12,30,0,396,0.7764705882352941,path_cost_greedy,True,34,20,472.0,12,38,0,390,0.7647058823529411,0,-8.0,-0.01176470588235301
manhattan_greedy,20,0.15,True,29,20,430.0,10,5,0,296,0.6804597701149425,path_cost_greedy,True,29,20,429.0,9,6,0,298,0.6850574712643678,0,-1.0,0.0045977011494252595
manhattan_greedy,21,0.15,True,26,20,383.0,12,7,0,221,0.5666666666666667,path_cost_greedy,True,29,20,424.0,11,11,0,282,0.6482758620689655,3,41.0,0.08160919540229883
manhattan_greedy,22,0.15,True,19,20,280.0,12,5,0,163,0.5719298245614035,path_cost_greedy,True,19,20,280.0,12,5,0,162,0.5684210526315789,0,0.0,-0.0035087719298245723
manhattan_greedy,23,0.15,True,54,20,786.0,13,24,0,674,0.8320987654320988,path_cost_greedy,True,54,20,787.0,13,23,0,651,0.8037037037037037,0,1.0,-0.02839506172839512
manhattan_greedy,24,0.15,True,34,20,494.0,11,16,0,379,0.7431372549019608,path_cost_greedy,True,30,20,438.0,13,12,0,321,0.7133333333333334,-4,-56.0,-0.029803921568627434
manhattan_greedy,25,0.15,True,41,20,582.0,12,33,0,444,0.7219512195121951,path_cost_greedy,True,41,20,573.0,12,42,0,457,0.7430894308943089,0,-9.0,0.021138211382113803
manhattan_greedy,26,0.15,True,38,20,556.0,10,14,0,435,0.7631578947368421,path_cost_greedy,True,38,20,558.0,9,12,0,435,0.7631578947368421,0,2.0,0.0
manhattan_greedy,27,0.15,True,33,20,467.0,10,28,0,349,0.705050505050505,path_cost_greedy,True,33,20,471.0,9,24,0,344,0.694949494949495,0,4.0,-0.010101010101010055
manhattan_greedy,28,0.15,True,32,20,439.0,10,41,0,367,0.7645833333333333,path_cost_greedy,True,32,20,451.0,10,29,0,368,0.7666666666666667,0,12.0,0.002083333333333437
manhattan_greedy,29,0.15,True,20,20,297.0,13,3,0,173,0.5766666666666667,path_cost_greedy,True,20,20,296.0,13,4,0,172,0.5733333333333334,0,-1.0,-0.0033333333333332993
manhattan_greedy,0,0.2,True,39,20,561.0,11,24,0,420,0.717948717948718,path_cost_greedy,True,32,20,467.0,12,13,0,335,0.6979166666666666,-7,-94.0,-0.020032051282051322
manhattan_greedy,1,0.2,True,37,20,541.0,10,14,0,421,0.7585585585585586,path_cost_greedy,True,34,20,492.0,11,18,0,368,0.7215686274509804,-3,-49.0,-0.0369899311075782
manhattan_greedy,2,0.2,True,43,20,620.0,9,25,0,477,0.7395348837209302,path_cost_greedy,True,41,20,593.0,9,22,0,460,0.7479674796747967,-2,-27.0,0.008432595953866473
manhattan_greedy,3,0.2,True,30,20,429.0,12,21,0,338,0.7511111111111111,path_cost_greedy,True,30,20,423.0,12,27,0,336,0.7466666666666667,0,-6.0,-0.004444444444444362
manhattan_greedy,4,0.2,True,40,20,563.0,9,37,0,453,0.755,path_cost_greedy,True,42,20,597.0,9,33,0,484,0.7682539682539683,2,34.0,0.013253968253968296
manhattan_greedy,5,0.2,True,40,20,577.0,9,23,0,423,0.705,path_cost_greedy,True,40,20,583.0,9,17,0,431,0.7183333333333334,0,6.0,0.01333333333333342
manhattan_greedy,6,0.2,True,36,20,517.0,12,23,0,385,0.7129629629629629,path_cost_greedy,True,40,20,577.0,12,23,0,442,0.7366666666666667,4,60.0,0.023703703703703782
manhattan_greedy,7,0.2,True,23,20,338.0,11,7,0,213,0.6173913043478261,path_cost_greedy,True,23,20,336.0,11,9,0,213,0.6173913043478261,0,-2.0,0.0
manhattan_greedy,8,0.2,True,47,20,672.0,9,33,0,544,0.7716312056737589,path_cost_greedy,True,47,20,672.0,9,33,0,546,0.774468085106383,0,0.0,0.0028368794326241176
manhattan_greedy,9,0.2,True,35,20,505.0,10,20,0,376,0.7161904761904762,path_cost_greedy,True,23,20,340.0,11,5,0,204,0.591304347826087,-12,-165.0,-0.12488612836438917
manhattan_greedy,10,0.2,True,45,20,643.0,8,32,0,531,0.7866666666666666,path_cost_greedy,True,45,20,640.0,8,35,0,533,0.7896296296296297,0,-3.0,0.002962962962963056
manhattan_greedy,11,0.2,True,50,20,717.0,12,33,0,573,0.764,path_cost_greedy,True,31,20,452.0,11,13,0,313,0.6731182795698925,-19,-265.0,-0.09088172043010756
manhattan_greedy,12,0.2,True,31,20,430.0,9,35,0,311,0.6688172043010753,path_cost_greedy,True,34,20,468.0,8,42,0,371,0.7274509803921568,3,38.0,0.05863377609108156
manhattan_greedy,13,0.2,True,37,20,533.0,12,22,0,413,0.7441441441441441,path_cost_greedy,True,48,20,682.0,12,38,0,583,0.8097222222222222,11,149.0,0.06557807807807814
manhattan_greedy,14,0.2,True,40,20,561.0,12,39,0,442,0.7366666666666667,path_cost_greedy,True,36,20,510.0,12,30,0,391,0.7240740740740741,-4,-51.0,-0.0125925925925926
manhattan_greedy,15,0.2,True,31,20,456.0,11,9,0,333,0.7161290322580646,path_cost_greedy,True,29,20,426.0,12,9,0,309,0.7103448275862069,-2,-30.0,-0.005784204671857696
manhattan_greedy,16,0.2,True,19,20,273.0,13,12,0,163,0.5719298245614035,path_cost_greedy,True,17,20,245.0,13,10,0,130,0.5098039215686274,-2,-28.0,-0.062125902992776094
manhattan_greedy,17,0.2,True,33,20,453.0,10,42,0,351,0.7090909090909091,path_cost_greedy,True,31,20,423.0,12,42,0,324,0.6967741935483871,-2,-30.0,-0.012316715542522005
manhattan_greedy,18,0.2,True,26,20,375.0,10,15,0,265,0.6794871794871795,path_cost_greedy,True,26,20,374.0,10,16,0,264,0.676923076923077,0,-1.0,-0.002564102564102555
manhattan_greedy,19,0.2,True,33,20,467.0,9,28,0,347,0.701010101010101,path_cost_greedy,True,33,20,465.0,9,30,0,340,0.6868686868686869,0,-2.0,-0.014141414141414121
manhattan_greedy,20,0.2,True,27,20,403.0,11,2,0,250,0.6172839506172839,path_cost_greedy,True,27,20,402.0,11,3,0,253,0.6246913580246913,0,-1.0,0.007407407407407418
manhattan_greedy,21,0.2,True,53,20,752.0,9,43,0,612,0.769811320754717,path_cost_greedy,True,45,20,631.0,8,44,0,534,0.7911111111111111,-8,-121.0,0.021299790356394066
manhattan_greedy,22,0.2,True,21,20,313.0,10,2,0,196,0.6222222222222222,path_cost_greedy,True,21,20,311.0,10,4,0,195,0.6190476190476191,0,-2.0,-0.0031746031746031633
manhattan_greedy,23,0.2,True,26,20,371.0,12,19,0,240,0.6153846153846154,path_cost_greedy,True,30,20,444.0,13,6,0,308,0.6844444444444444,4,73.0,0.06905982905982899
manhattan_greedy,24,0.2,True,33,20,478.0,14,17,0,344,0.694949494949495,path_cost_greedy,True,33,20,469.0,13,26,0,358,0.7232323232323232,0,-9.0,0.028282828282828243
manhattan_greedy,25,0.2,True,27,20,394.0,12,11,0,267,0.6592592592592592,path_cost_greedy,True,27,20,394.0,12,11,0,282,0.6962962962962963,0,0.0,0.03703703703703709
manhattan_greedy,26,0.2,True,36,20,537.0,9,3,0,389,0.7203703703703703,path_cost_greedy,True,36,20,533.0,9,7,0,383,0.7092592592592593,0,-4.0,-0.011111111111111072
manhattan_greedy,27,0.2,True,32,20,463.0,12,17,0,315,0.65625,path_cost_greedy,True,45,20,642.0,12,33,0,532,0.7881481481481482,13,179.0,0.13189814814814815
manhattan_greedy,28,0.2,True,19,20,279.0,10,6,0,190,0.6666666666666666,path_cost_greedy,True,19,20,275.0,11,10,0,186,0.6526315789473685,0,-4.0,-0.014035087719298178
