failure_rate,paired_scenarios,identical_iterations,identical_distance,repeated_mean_calls,event_mean_calls,mean_call_reduction,mean_call_reduction_pct,median_call_reduction_pct,repeated_mean_runtime,event_mean_runtime,mean_runtime_reduction_pct,event_faster_count
0.0,30,30,30,23.433333333333334,13.466666666666667,9.966666666666667,41.388248134725906,42.58241758241758,2.372228188101144,1.5164805441648543,34.474485436661034,30
0.2,30,30,30,26.866666666666667,14.433333333333334,12.433333333333334,45.34953388342822,44.09722222222222,2.4520966603668057,1.4786560660000154,38.82187887299858,30
