failure_rate,runs,successes,success_rate,timeouts,mean_calls,mean_runtime
0.0,30,10,33.33333333333333,20,4.433333333333334,0.45630229153466645
0.2,30,11,36.666666666666664,19,6.266666666666667,0.3998964125678564
